CIK,"('exchange_and_symbol', 'variation_0')",stock_price_at_prediction_date,date
1157648,,0,2021-01-01
1157654,NYSE:TKPPY,0,2021-01-01
1157762,Nasdaq:CAAS,6.91,2021-01-01
1157780,NASDAQ:OPXT,0,2021-01-01
1157817,,0,2021-01-01
1157842,NYSE:RQI,12.13,2021-01-01
1157972,,0,2021-01-01
1158004,,0,2021-01-01
1158041,NYSE:TRQ,0,2021-01-01
1158114,Nasdaq:AAOI,9.64,2021-01-01
1158172,Nasdaq:SCOR,56.8,2021-01-01
1158223,,0,2021-01-01
1158266,,0,2021-01-01
1158289,NYSE:JRS,8.05,2021-01-01
1158324,Nasdaq:CCOI,59.96,2021-01-01
1158420,Nasdaq:GGE,0,2021-01-01
1158449,NYSE:AAP,167.67,2021-01-01
1158463,Nasdaq:JBLU,14.51,2021-01-01
1158533,,0,2021-01-01
1158780,Nasdaq:PLUR,58.96,2021-01-01
1158833,,0,2021-01-01
1158838,OTC:ATEYY,0,2021-01-01
1158863,NYSE:WAGE,0,2021-01-01
1158895,Nasdaq:LMAT,42.91,2021-01-01
1158967,,0,2021-01-01
1159036,Nasdaq:HALO,44.86,2021-01-01
1159038,NYSE:BJZ,0,2021-01-01
1159039,NYSE:BLH,0,2021-01-01
1159040,NYSE:BPK,0,2021-01-01
1159152,NYSE:JHX,28.35,2021-01-01
1159154,NASDAQ:RJET,0,2021-01-01
1159167,Nasdaq:IRBT,84.97,2021-01-01
1159281,Nasdaq:ALR,0,2021-01-01
1159297,NYSE:MWV,0,2021-01-01
1159508,NYSE:DB,11.68,2021-01-01
1159509,NYSE:HOS,0,2021-01-01
1159510,NYSE:CS,0,2021-01-01
1159512,,0,2021-01-01
1160106,NYSE:LYG,1.95,2021-01-01
1160165,NASDAQ:SDTHQ,0,2021-01-01
1160241,,0,2021-01-01
1160262,NYSE:MTE,0,2021-01-01
1160308,Nasdaq:SVRA,1.31,2021-01-01
1160330,NYSE:BBDO,4.28,2021-01-01
1160764,,0,2021-01-01
1160791,AMEX:GORO,0,2021-01-01
1160846,OTC:OIBRQ,0,2021-01-01
1160858,,0,2021-01-01
1160864,NYSE:BHK,15.81,2021-01-01
1160951,Nasdaq:DCT,0,2021-01-01
1160958,NYSE:IPHI,0,2021-01-01
1160990,NYSE:PCN,17.34,2021-01-01
1161125,NYSE:BCH,21.83,2021-01-01
1161154,,0,2021-01-01
1161315,NASDAQ:YDLE,0,2021-01-01
1161448,,0,2021-01-01
1161449,NYSE:MWO,0,2021-01-01
1161611,OTC:ACHHY,0,2021-01-01
1161706,,0,2021-01-01
1161728,Nasdaq:MGEE,68.18,2021-01-01
1161785,NASDAQ:ABGB,0,2021-01-01
1161924,,0,2021-01-01
1161935,,0,2021-01-01
1161963,,0,2021-01-01
1162027,NYSE:AFB,14.27,2021-01-01
1162028,NYSE:AKP,0,2021-01-01
1162112,NASDAQ:RNET,0,2021-01-01
1162192,,0,2021-01-01
1162194,Nasdaq:LAB,6.19,2021-01-01
1162245,,0,2021-01-01
1162315,,0,2021-01-01
1162324,NYSE:URZ,0,2021-01-01
1162461,Nasdaq:CUTR,24.13,2021-01-01
1162556,NYSE:DDE,0,2021-01-01
1162564,NYSE:EFS,0,2021-01-01
1162586,,0,2021-01-01
1162717,,0,2021-01-01
1162747,,0,2021-01-01
1162862,NASDAQ:WATG,0,2021-01-01
1163165,NYSE:COP,44.7,2021-01-01
1163199,NASDAQ:FNBG,0,2021-01-01
1163302,NYSE:X,20.45,2021-01-01
1163308,,0,2021-01-01
1163348,NYSE:AWH,0,2021-01-01
1163370,Nasdaq:NRIM,35.93,2021-01-01
1163428,,0,2021-01-01
1163576,,0,2021-01-01
1163653,NYSE:NMR,5.72,2021-01-01
1163668,Nasdaq:SPFI,19.68,2021-01-01
1163698,NASDAQ:SDBT,0,2021-01-01
1163739,NYSE:NBR,68.08,2021-01-01
1163792,NYSE:WEA,13.96,2021-01-01
1163842,,0,2021-01-01
1163848,,0,2021-01-01
1163932,NYSE:ACTV,0,2021-01-01
1163943,,0,2021-01-01
1163958,,0,2021-01-01
1164123,,0,2021-01-01
1164155,,0,2021-01-01
1164552,,0,2021-01-01
1164554,,0,2021-01-01
1164727,NYSE:NEM,65.14,2021-01-01
1164771,AMEX:NAK,0,2021-01-01
1164863,NYSE:NPO,81.44,2021-01-01
1165002,NYSE:WHG,15,2021-01-01
1165231,NASDAQ:PKT,0,2021-01-01
1165532,,0,2021-01-01
1165880,NYSE:MRH,0,2021-01-01
1165921,NYSE:LAWEQ,0,2021-01-01
1166003,NYSE:XPO,43.86,2021-01-01
1166036,NYSE:MWE,0,2021-01-01
1166141,NYSE:DCM,0,2021-01-01
1166258,NYSE:PHT,8.91,2021-01-01
1166272,Nasdaq:GENE,20.55,2021-01-01
1166291,,0,2021-01-01
1166338,,0,2021-01-01
1166380,NASDAQ:QTWW,0,2021-01-01
1166388,Nasdaq:VRNT,34.77,2021-01-01
1166389,NASDAQ:CAGC,0,2021-01-01
1166409,,0,2021-01-01
1166463,,0,2021-01-01
1166663,NYSE:TNP,8.58,2021-01-01
1166691,Nasdaq:CMCSA,50.66,2021-01-01
1166928,Nasdaq:WTBA,20.59,2021-01-01
1167156,NYSE MKT:FSP,0,2021-01-01
1167178,,0,2021-01-01
1167294,NASDAQ:MERU,0,2021-01-01
1167379,NYSE:ALC,67.35,2021-01-01
1167419,Nasdaq:RIOT,22.72,2021-01-01
1167467,NYSE:BBK,0,2021-01-01
1167470,NYSE:BQH,0,2021-01-01
1167868,,0,2021-01-01
1168054,NYSE:XEC,0,2021-01-01
1168195,NASDAQ:FIRE,0,2021-01-01
1168197,NASDAQ:LPDX,0,2021-01-01
1168213,NYSE:ARO,0,2021-01-01
1168220,,0,2021-01-01
1168455,Nasdaq:PLBC,23.9,2021-01-01
1168478,,0,2021-01-01
1168556,,0,2021-01-01
1168652,NASDAQ:HIRE,0,2021-01-01
1168696,NYSE:RGC,0,2021-01-01
1168878,,0,2021-01-01
1169029,NYSE:BZM,0,2021-01-01
1169031,NYSE MKT:BLJ,0,2021-01-01
1169034,NYSE:BHV,15.9,2021-01-01
1169238,,0,2021-01-01
1169245,OTC:PHASQ,0,2021-01-01
1169264,NYSE:SVR,0,2021-01-01
1169358,,0,2021-01-01
1169389,,0,2021-01-01
1169445,Nasdaq:CPSI,29.01,2021-01-01
1169561,Nasdaq:CVLT,57.37,2021-01-01
1169652,NYSE:ECOM,0,2021-01-01
1169769,,0,2021-01-01
1169770,NYSE:BANC,17.35,2021-01-01
1169870,,0,2021-01-01
1169988,NASDAQ:WIFI,0,2021-01-01
1170010,NYSE:KMX,100.3,2021-01-01
1170154,NYSE:GST,0,2021-01-01
1170299,NYSE:PML,14.17,2021-01-01
1170311,NYSE:PNI,11.11,2021-01-01
1170534,NASDAQ:MITL,0,2021-01-01
1170593,,0,2021-01-01
1170605,,0,2021-01-01
1170650,NYSE:MHS,0,2021-01-01
1170707,,0,2021-01-01
1170858,NYSE:SBS,7.88,2021-01-01
1170991,NASDAQ:DCT,0,2021-01-01
1171012,,0,2021-01-01
1171014,NASDAQ:COSI,0,2021-01-01
1171032,,0,2021-01-01
1171155,AMEX:RLGT,0,2021-01-01
1171218,,0,2021-01-01
1171264,NYSE:BBL,0,2021-01-01
1171298,,0,2021-01-01
1171314,NYSE:SCHW,59.06,2021-01-01
1171471,Nasdaq:CHI,13.61,2021-01-01
1171486,NYSE:NRP,14.91,2021-01-01
1171500,NYSE:PTP,0,2021-01-01
1171529,,0,2021-01-01
1171662,NYSE:GTS,0,2021-01-01
1171759,Nasdaq:RRGB,22.65,2021-01-01
1172052,Nasdaq:SAFT,82.16,2021-01-01
1172095,,0,2021-01-01
1172136,NYSE:HTM,0,2021-01-01
1172139,NYSE:BBG,0,2021-01-01
1172168,NYSE:JTP,0,2021-01-01
1172222,Nasdaq:HA,19.23,2021-01-01
1172228,NASDAQ:SMT,0,2021-01-01
1172243,,0,2021-01-01
1172353,,0,2021-01-01
1172358,Nasdaq:DMLP,11.93,2021-01-01
1172480,,0,2021-01-01
1172494,OTC:AUOTY,0,2021-01-01
1172724,NYSE:GFI,9.78,2021-01-01
1172852,,0,2021-01-01
1173204,Nasdaq:CIDM,14.21,2021-01-01
1173281,Nasdaq:NBSE,0,2021-01-01
1173293,NASDAQ:NVDQ,0,2021-01-01
1173313,Nasdaq:ABVC,50,2021-01-01
1173382,NYSE:CAE,27.06,2021-01-01
1173420,AMEX:NG,0,2021-01-01
1173431,NASDAQ:AMTD,0,2021-01-01
1173451,,0,2021-01-01
1173489,Nasdaq:CEVA,50.7,2021-01-01
1173495,,0,2021-01-01
1173514,NYSE:HY,65.25,2021-01-01
1173557,NYSE:RIT,0,2021-01-01
1173643,AMEX:TRX,0,2021-01-01
1173657,,0,2021-01-01
1173752,NASDAQ:ARUN,0,2021-01-01
1173911,NYSE:EEQ,0,2021-01-01
1173927,,0,2021-01-01
1173942,NYSE:WRS,0,2021-01-01
1174164,NYSE:FFC,22.4,2021-01-01
1174169,NYSE:AQN,27.55,2021-01-01
1174174,NYSE:VTRB,0,2021-01-01
1174258,,0,2021-01-01
1174266,NASDAQ:GRNA,0,2021-01-01
1174527,,0,2021-01-01
1174820,NASDAQ:CLFC,0,2021-01-01
1174850,NYSE:NIC,72.2,2021-01-01
1174922,Nasdaq:WYNN,109.75,2021-01-01
1174940,AMEX:OGEN,0,2021-01-01
1175108,,0,2021-01-01
1175151,Nasdaq:CTSO,8.33,2021-01-01
1175454,NYSE:CPAY,276.06,2021-01-01
1175483,NYSE:NCT,0,2021-01-01
1175505,NASDAQ:FPRX,0,2021-01-01
1175535,NYSE:WSR,8.04,2021-01-01
1175580,NASDAQ:GOLD,0,2021-01-01
1175609,NASDAQ:CAVM,0,2021-01-01
1175685,,0,2021-01-01
1175965,,0,2021-01-01
1176194,NYSE:BLE,15.36,2021-01-01
1176197,NYSE:BFY,0,2021-01-01
1176199,NYSE:HPI,19.18,2021-01-01
1176309,Nasdaq:ORMP,4.42,2021-01-01
1176316,NASDAQ:ANCX,0,2021-01-01
1176334,Nasdaq:MMLP,1.62,2021-01-01
1176373,NYSE:TIER,0,2021-01-01
1176433,NYSE:JPS,0,2021-01-01
1176948,NYSE:ARES,47.4,2021-01-01
1176983,NASDAQ:MAXW,0,2021-01-01
1176984,AMEX:EIM,0,2021-01-01
1177161,AMEX:EVM,0,2021-01-01
1177162,AMEX:ENX,0,2021-01-01
1177219,NYSE:NKG,0,2021-01-01
1177394,NYSE:SNX,87.9,2021-01-01
1177470,NYSE MKT:SOQ,0,2021-01-01
1177609,Nasdaq:FIVE,184.31,2021-01-01
1177648,Nasdaq:ENTA,45.81,2021-01-01
1177702,Nasdaq:SAIA,193.89,2021-01-01
1177845,NASDAQ:XPLR,0,2021-01-01
1178056,,0,2021-01-01
1178104,NASDAQ:DXTR,0,2021-01-01
1178253,Nasdaq:SCYX,7.77,2021-01-01
1178336,,0,2021-01-01
1178347,,0,2021-01-01
1178409,NASDAQ:TDBK,0,2021-01-01
1178551,,0,2021-01-01
1178552,,0,2021-01-01
1178633,BATS:BERN,0,2021-01-01
1178670,Nasdaq:ALNY,139.4,2021-01-01
1178697,Nasdaq:SONM,7.77,2021-01-01
1178727,Nasdaq:COMS,0,2021-01-01
1178819,NYSE:AGI,9.43,2021-01-01
1178839,AMEX:NBH,0,2021-01-01
1178840,NYSE MKT:NBW,0,2021-01-01
1178841,NYSE MKT:NBO,0,2021-01-01
1178879,Nasdaq:FOLD,23.86,2021-01-01
1178946,NASDAQ:DRWIW,0,2021-01-01
1178970,NYSE:PFS,19.91,2021-01-01
1178983,,0,2021-01-01
1179060,NYSE:ENLK,0,2021-01-01
1179755,NYSE:ENH,0,2021-01-01
1179821,AMEX:BGI,0,2021-01-01
1179929,NYSE:MOH,242.05,2021-01-01
1180079,NYSE:SSNI,0,2021-01-01
1180262,NYSE:HLF,52.58,2021-01-01
1181001,NASDAQ:ABVA,0,2021-01-01
1181024,NYSE:BSE,0,2021-01-01
1181026,NYSE:BAF,0,2021-01-01
1181187,NYSE:BYM,14.81,2021-01-01
1181232,,0,2021-01-01
1181249,NYSE:BFO,0,2021-01-01
1181250,NYSE:BKK,0,2021-01-01
1181504,NYSE:PZC,10.35,2021-01-01
1181505,NYSE:PNI,11.11,2021-01-01
1181506,NYSE:PMX,11.92,2021-01-01
1182129,NASDAQ:AUXL,0,2021-01-01
1182197,NASDAQ:SCMP,0,2021-01-01
1182325,NASDAQ:TNGO,0,2021-01-01
1182555,,0,2021-01-01
1182802,,0,2021-01-01
1183186,NYSE:NFP,0,2021-01-01
1183765,Nasdaq:MTEM,150.6,2021-01-01
1183920,,0,2021-01-01
1183941,NASDAQ:ACTI,0,2021-01-01
1184702,,0,2021-01-01
1184818,,0,2021-01-01
1185348,Nasdaq:PRAA,37.46,2021-01-01
1187953,Nasdaq:CELZ,112.5,2021-01-01
1189396,,0,2021-01-01
1189740,NYSE:HPF,18.75,2021-01-01
1190713,,0,2021-01-01
1190723,NYSE:TS,17.57,2021-01-01
1190935,NYSE:PTY,18.04,2021-01-01
1191141,,0,2021-01-01
1191255,,0,2021-01-01
1191694,NYSE:KNM,0,2021-01-01
1192305,,0,2021-01-01
1192448,NYSE:GKOS,76.51,2021-01-01
1192762,NASDAQ:BFIT,0,2021-01-01
1195454,,0,2021-01-01
1195734,Nasdaq:PBPB,4.84,2021-01-01
1195737,NYSE:NEA,16.37,2021-01-01
1195738,NYSE:NKX,15.52,2021-01-01
1195739,NYSE:NRK,13.34,2021-01-01
1195933,NASDAQ:IPCC,0,2021-01-01
1196298,Nasdaq:NEPH,7.98,2021-01-01
1196501,NASDAQ:HMSY,0,2021-01-01
1199004,NYSE:FMN,14.82,2021-01-01
1200022,,0,2021-01-01
1200375,Nasdaq:CDXS,23.28,2021-01-01
1200525,,0,2021-01-01
1201663,NASDAQ:ADNC,0,2021-01-01
1201792,Nasdaq:APEI,31.86,2021-01-01
1202157,NYSE:BHS,0,2021-01-01
1202806,NYSE:FPT,0,2021-01-01
1203464,NYSE:IAG,3.71,2021-01-01
1203748,NYSE:GNA,0,2021-01-01
1203866,,0,2021-01-01
1203900,,0,2021-01-01
1203957,,0,2021-01-01
1204413,NASDAQ:PCOM,0,2021-01-01
1205332,NASDAQ:APTI,0,2021-01-01
1205431,,0,2021-01-01
1205727,NASDAQ:CBEY,0,2021-01-01
1205922,Nasdaq:VCNX,468.3,2021-01-01
1206264,NYSE:TPX,27.95,2021-01-01
1207070,NYSE:FBTXQ,0,2021-01-01
1207074,NASDAQ:VRTU,0,2021-01-01
1207179,Nasdaq:GLNG,11.37,2021-01-01
1208208,NYSE:DGI,0,2021-01-01
1208261,,0,2021-01-01
1209028,NYSE:AAIC,0,2021-01-01
1210123,AMEX:EAD,0,2021-01-01
1210227,,0,2021-01-01
1210618,Nasdaq:SPI,9.33,2021-01-01
1210634,NASDAQ:SYNC,0,2021-01-01
1210697,,0,2021-01-01
1210708,Nasdaq:HSON,10.58,2021-01-01
1211351,NYSE:RTW,0,2021-01-01
1211583,Nasdaq:FENC,7.5,2021-01-01
1211759,NASDAQ:CNXR,0,2021-01-01
1211805,Nasdaq:MYSZ,268,2021-01-01
1212272,NYSE:XKE,0,2021-01-01
1212458,NASDAQ:PFPT,0,2021-01-01
1212545,NYSE:WAL,67.42,2021-01-01
1212906,NASDAQ:RVBD,0,2021-01-01
1213037,Nasdaq:CRDF,18.36,2021-01-01
1213336,,0,2021-01-01
1213660,Nasdaq:BIMI,88,2021-01-01
1213809,Nasdaq:DYAI,5.43,2021-01-01
1214299,,0,2021-01-01
1214816,NYSE:AXS,50.81,2021-01-01
1214935,NYSE:NCV,5.77,2021-01-01
1215546,,0,2021-01-01
1215913,NYSE:HPS,17,2021-01-01
1216583,NYSE:JPC,23.93,2021-01-01
1217234,Nasdaq:CDNA,76.02,2021-01-01
1217688,,0,2021-01-01
1218320,,0,2021-01-01
1218683,Nasdaq:MIGI,17.7,2021-01-01
1219120,NYSE:AVK,16.72,2021-01-01
1219169,NASDAQ:OPTM,0,2021-01-01
1219210,NASDAQ:IKAN,0,2021-01-01
1219239,,0,2021-01-01
1219360,NYSE:PHK,6.14,2021-01-01
1219601,NYSE:CCK,100.77,2021-01-01
1219641,,0,2021-01-01
1220483,,0,2021-01-01
1220754,Nasdaq:MODV,162.76,2021-01-01
1221029,NYSE:CPAC,7.56,2021-01-01
1221149,NASDAQ:GAINN,0,2021-01-01
1221715,NYSE:IOC,0,2021-01-01
1222333,NYSE:GLD,0,2021-01-01
1222401,NYSE:HYT,50.2,2021-01-01
1222719,Nasdaq:CHY,14.33,2021-01-01
1222840,NYSE:RPAI,0,2021-01-01
1222915,,0,2021-01-01
1222922,AMEX:EVV,0,2021-01-01
1222929,Nasdaq:CSII,0,2021-01-01
1223026,NYSE:MHI,12.54,2021-01-01
1223389,Nasdaq:CONN,12.86,2021-01-01
1223786,NYSE:NSH,0,2021-01-01
1223862,NYSE:BLOX,0,2021-01-01
1224133,Nasdaq:MCHX,2.25,2021-01-01
1224370,NASDAQ:MSPD,0,2021-01-01
1224450,NYSE:RNP,21.28,2021-01-01
1224480,,0,2021-01-01
1224608,NYSE:CNO,23.19,2021-01-01
1225874,,0,2021-01-01
1226308,NASDAQ:DTSI,0,2021-01-01
1226616,Nasdaq:MNOV,5.51,2021-01-01
1227025,NYSE:NPTN,0,2021-01-01
1227073,AMEX:ERC,0,2021-01-01
1227167,,0,2021-01-01
1227476,NYSE:JQC,6.34,2021-01-01
1227500,NYSE:EQBK,23.62,2021-01-01
1227636,Nasdaq:STIM,12.07,2021-01-01
1227654,NYSE:CMP,64.38,2021-01-01
1227857,NYSE:CBH,9.97,2021-01-01
1227862,NYSE:EMD,13.65,2021-01-01
1228391,,0,2021-01-01
1228454,Nasdaq:BCBP,12.11,2021-01-01
1228509,NYSE:EHI,10.01,2021-01-01
1228627,Nasdaq:OCUP,7.26,2021-01-01
1229195,,0,2021-01-01
1230245,NYSE:PIPR,104.29,2021-01-01
1230276,NYSE:P,0,2021-01-01
1230355,,0,2021-01-01
1230524,NASDAQ:CETC,0,2021-01-01
1230833,NYSE:AFA,0,2021-01-01
1230869,NYSE:ASA,23.31,2021-01-01
1230992,AMEX:MAG,0,2021-01-01
1231346,NYSE:SA,22.68,2021-01-01
1232229,,0,2021-01-01
1232384,NYSE:TRP,42.86,2021-01-01
1232394,,0,2021-01-01
1232400,,0,2021-01-01
1232524,Nasdaq:JAZZ,162.93,2021-01-01
1232582,NYSE:AHT,24,2021-01-01
1232860,NYSE:MUI,14.5,2021-01-01
1232863,NYSE:MNE,0,2021-01-01
1233087,AMEX:FTF,0,2021-01-01
1233426,,0,2021-01-01
1233681,NYSE:BLW,15.84,2021-01-01
1234006,Nasdaq:GOOD,25.11,2021-01-01
1234383,,0,2021-01-01
1235007,NASDAQ:ECYT,0,2021-01-01
1235010,NASDAQ:MNTA,0,2021-01-01
1235468,Nasdaq:LQDT,16.32,2021-01-01
1235511,NYSE:MZF,0,2021-01-01
1236038,,0,2021-01-01
1236275,Nasdaq:SSNT,0,2021-01-01
1236309,NYSE:LUMCQ,0,2021-01-01
1236736,,0,2021-01-01
1236964,,0,2021-01-01
1236997,NASDAQ:CPAH,0,2021-01-01
1237746,NASDAQ:EIGI,0,2021-01-01
1237831,NYSE:GMED,66.53,2021-01-01
1239819,Nasdaq:LUNA,9.87,2021-01-01
1240581,NASDAQ:CSBK,0,2021-01-01
1241199,NYSE:CSE,0,2021-01-01
1243024,,0,2021-01-01
1243103,,0,2021-01-01
1243429,NYSE:MT,25.52,2021-01-01
1243800,,0,2021-01-01
1244183,NYSE:PFL,11.57,2021-01-01
1244937,NASDAQ:ENOC,0,2021-01-01
1244943,,0,2021-01-01
1245104,,0,2021-01-01
1245521,NYSE:FIG,0,2021-01-01
1245648,NYSE:FLC,22.92,2021-01-01
1246263,,0,2021-01-01
1248124,NASDAQ:CHEV,0,2021-01-01
1250189,,0,2021-01-01
1252849,NYSE:CXP,0,2021-01-01
1253176,NYSE:VAPO,0,2021-01-01
1253317,NASDAQ:OLBK,0,2021-01-01
1253327,NYSE:EVT,23.99,2021-01-01
1253689,Nasdaq:GLYC,3.86,2021-01-01
1253955,NYSE:CML,0,2021-01-01
1253986,NYSE:ABR,14.32,2021-01-01
1254370,NYSE:WIA,13.09,2021-01-01
1254419,NASDAQ:MDAS,0,2021-01-01
1254595,NYSE:FPO,0,2021-01-01
1254699,NYSE:QVCC,25.48,2021-01-01
1255474,NYSE:WLL,0,2021-01-01
1255821,NYSE:JDD,0,2021-01-01
1256536,,0,2021-01-01
1257640,NYSE:KRO,15.82,2021-01-01
1258602,NYSE:NNI,72.93,2021-01-01
1258623,NYSE:EFR,13.03,2021-01-01
1258943,NYSE:MAV,11.69,2021-01-01
1259429,Nasdaq:OXSQ,25.25,2021-01-01
1259550,,0,2021-01-01
1259708,NYSE:BGT,12.19,2021-01-01
1259942,Nasdaq:BLU,0,2021-01-01
1260041,NYSE:HTD,20.78,2021-01-01
1260221,NYSE:TDG,605.18,2021-01-01
1260563,NYSE:NFJ,13.51,2021-01-01
1260625,NYSE:CSR,71.42,2021-01-01
1260729,NYSE:GDV,22.23,2021-01-01
1260968,NASDAQ:MRLN,0,2021-01-01
1260990,NASDAQ:ONCT,94.8,2021-01-01
1260996,,0,2021-01-01
1261166,AMEX:NRO,0,2021-01-01
1261249,Nasdaq:AGRX,0,2021-01-01
1261333,Nasdaq:DOCU,239.03,2021-01-01
1261482,,0,2021-01-01
1261654,NYSE:UTI,6.41,2021-01-01
1261686,,0,2021-01-01
1262039,Nasdaq:FTNT,28.65,2021-01-01
1262104,Nasdaq:MEIP,56.2,2021-01-01
1262200,,0,2021-01-01
1262276,,0,2021-01-01
1262279,NYSE:FMD,0,2021-01-01
1262445,NASDAQ:BPOPN,0,2021-01-01
1262823,NYSE:WLK,90.2,2021-01-01
1262976,Nasdaq:CMPR,93.07,2021-01-01
1263011,OTC:EXN,0,2021-01-01
1263043,NYSE:SHG,31.04,2021-01-01
1263074,,0,2021-01-01
1263282,,0,2021-01-01
1263288,,0,2021-01-01
1263756,,0,2021-01-01
1263762,NASDAQ:SLCT,0,2021-01-01
1263994,AMEX:UTG,0,2021-01-01
1264089,NYSE:AUY,0,2021-01-01
1264136,NYSE:WF,27.6,2021-01-01
1264352,NYSE:FVI,0,2021-01-01
1264388,,0,2021-01-01
1264587,NASDAQ:STML,0,2021-01-01
1264707,NASDAQ:AACC,0,2021-01-01
1264899,,0,2021-01-01
1265131,NYSE:HTH,28.95,2021-01-01
1265572,,0,2021-01-01
1266585,NYSE:NMZ,14.23,2021-01-01
1266719,,0,2021-01-01
1266786,NASDAQ:GUID,0,2021-01-01
1266806,Nasdaq:VANI,5.25,2021-01-01
1267097,NYSE:TRW,0,2021-01-01
1267130,NYSE:CAB,0,2021-01-01
1267201,NASDAQ:SBX,0,2021-01-01
1267238,NYSE:AIZ,139.34,2021-01-01
1267395,NYSE:AHL,0,2021-01-01
1267482,,0,2021-01-01
1267565,Nasdaq:COLL,22.57,2021-01-01
1267602,Nasdaq:ALIM,5.01,2021-01-01
1267813,Nasdaq:MRNS,12.35,2021-01-01
1267841,,0,2021-01-01
1267890,NYSE:GGE,0,2021-01-01
1267902,NYSE:WIW,12.29,2021-01-01
1267969,,0,2021-01-01
1268236,,0,2021-01-01
1268533,NYSE:TYG,22.23,2021-01-01
1268659,NYSE:PBTH,0,2021-01-01
1268671,NYSE:TNS,0,2021-01-01
1268884,NYSE:IGR,6.69,2021-01-01
1268896,NYSE:LFC,0,2021-01-01
1269021,NASDAQ:PTLA,0,2021-01-01
1269026,Nasdaq:SINT,32800,2021-01-01
1269086,,0,2021-01-01
1269132,NASDAQ:SUMT,0,2021-01-01
1269238,Nasdaq:TCOM,33.2,2021-01-01
1269871,,0,2021-01-01
1270073,Nasdaq:ICPT,0,2021-01-01
1270131,NYSE:SCD,11.62,2021-01-01
1270400,NASDAQ:VMED,0,2021-01-01
1270436,NYSE MKT:COHN,0,2021-01-01
1270523,NYSE:ETG,18.14,2021-01-01
1270532,,0,2021-01-01
1270648,NASDAQ:AMBTQ,0,2021-01-01
1271024,NYSE:LNKD,0,2021-01-01
1271057,NASDAQ:CHBT,0,2021-01-01
1271193,NASDAQ:SPSX,0,2021-01-01
1271214,NASDAQ:XENT,0,2021-01-01
1271625,NASDAQ:DLLR,0,2021-01-01
1271831,,0,2021-01-01
1271940,NASDAQ:CFSG,0,2021-01-01
1272547,,0,2021-01-01
1272550,,0,2021-01-01
1272597,NASDAQ:FDNHQ,0,2021-01-01
1272754,,0,2021-01-01
1272830,NASDAQ:VG,0,2021-01-01
1272842,Nasdaq:AIRG,17.19,2021-01-01
1272876,,0,2021-01-01
1273441,AMEX:GTE,0,2021-01-01
1273636,NASDAQ:AGTC,0,2021-01-01
1273685,Nasdaq:NYMT,22.32,2021-01-01
1273801,NYSE:NRF,0,2021-01-01
1273813,NYSE:AGO,35.96,2021-01-01
1273931,Nasdaq:MGI,0,2021-01-01
1274032,NASDAQ:IFON,0,2021-01-01
1274057,NYSE:HSP,0,2021-01-01
1274150,,0,2021-01-01
1274173,NYSE:JHG,33.93,2021-01-01
1274494,Nasdaq:FSLR,105.5,2021-01-01
1274563,,0,2021-01-01
1274737,Nasdaq:XGN,16.09,2021-01-01
1274792,Nasdaq:MACK,0,2021-01-01
1274913,,0,2021-01-01
1275014,Nasdaq:UCTT,37.39,2021-01-01
1275101,Nasdaq:BOTJ,11.62,2021-01-01
1275158,Nasdaq:NDLS,8.88,2021-01-01
1275166,NYSE:SVLC,0,2021-01-01
1275187,Nasdaq:ANGO,18.57,2021-01-01
1275214,Nasdaq:CSQ,15.46,2021-01-01
1275229,,0,2021-01-01
1275272,,0,2021-01-01
1275283,NYSE:RAI,0,2021-01-01
1275617,NYSE:UTF,26.38,2021-01-01
1275712,,0,2021-01-01
1275791,,0,2021-01-01
1275816,,0,2021-01-01
1276187,NYSE:ET,6.65,2021-01-01
1276469,NYSE:MFD,8.68,2021-01-01
1276520,NYSE:GNW,2.83,2021-01-01
1276533,NYSE:JFR,8.92,2021-01-01
1276591,NASDAQ:HNSN,0,2021-01-01
1276770,NASDAQ:TSYS,0,2021-01-01
1277092,NASDAQ:HOGS,0,2021-01-01
1277141,NASDAQ:BRDR,0,2021-01-01
1277406,NYSE:SRC,0,2021-01-01
1277856,NASDAQ:CATM,0,2021-01-01
1277866,NYSE:EXK,5.38,2021-01-01
1277902,Nasdaq:MVBF,22.89,2021-01-01
1278021,Nasdaq:MKTX,549.21,2021-01-01
1278027,NYSE:BGS,27.93,2021-01-01
1278211,NYSE:LGI,18.75,2021-01-01
1278384,NYSE:NLP,0,2021-01-01
1278460,NYSE:LCM,0,2021-01-01
1278680,BATS:IAUF,59.12,2021-01-01
1278752,Nasdaq:MFIC,11.14,2021-01-01
1278895,NYSE:CII,17.71,2021-01-01
1278906,NASDAQ:OREX,0,2021-01-01
1279014,AMEX:ERH,0,2021-01-01
1279242,NYSE:BGC,0,2021-01-01
1279363,NYSE:WCG,0,2021-01-01
1279495,NYSE:BTE,0.69,2021-01-01
1279529,,0,2021-01-01
1279704,Nasdaq:CLRB,19.4,2021-01-01
1279831,,0,2021-01-01
1279944,NYSE:LSG,0,2021-01-01
1280058,Nasdaq:BLKB,61,2021-01-01
1280263,Nasdaq:AMBA,106.41,2021-01-01
1280452,Nasdaq:MPWR,381.25,2021-01-01
1280600,NASDAQ:XLRN,0,2021-01-01
1280776,Nasdaq:IMUX,17.38,2021-01-01
1280784,NYSE:HCXY,14.65,2021-01-01
1280829,NASDAQ:HABT,0,2021-01-01
1281696,,0,2021-01-01
