CIK,"('exchange_and_symbol', 'variation_0')",stock_price_at_prediction_date,date
874506,NYSE:NQU,0,2021-01-01
874716,Nasdaq:IDXX,495.19,2021-01-01
874734,NASDAQ:OSTE,0,2021-01-01
874761,NYSE:AES,24.73,2021-01-01
874766,NYSE:HIG,50.4,2021-01-01
874866,Nasdaq:CRVL,109.74,2021-01-01
874977,NASDAQ:STFC,0,2021-01-01
875043,NYSE:NDRE,0,2021-01-01
875045,Nasdaq:BIIB,250.44,2021-01-01
875159,NYSE:XL,0,2021-01-01
875320,Nasdaq:VRTX,232.9,2021-01-01
875355,Nasdaq:ISIG,8.1,2021-01-01
875357,Nasdaq:BOKF,77.5,2021-01-01
875582,Nasdaq:NTIC,12.41,2021-01-01
875657,Nasdaq:ULBI,6.93,2021-01-01
876032,NASDAQ:WSTE,0,2021-01-01
876167,Nasdaq:PRGS,47.24,2021-01-01
876343,AMEX:LCTX,0,2021-01-01
876367,NASDAQ:CNCR,33.46,2021-01-01
876378,AMEX:ASXC,0,2021-01-01
876427,Nasdaq:MNRO,56.5,2021-01-01
876437,NYSE:MTG,13.29,2021-01-01
876523,Nasdaq:EZPW,5.01,2021-01-01
876717,AMEX:FCO,0,2021-01-01
876779,Nasdaq:MGIC,14.92,2021-01-01
876883,Nasdaq:STGW,2.59,2021-01-01
877212,Nasdaq:ZBRA,409.1,2021-01-01
877355,NYSE:LFG,0,2021-01-01
877365,NYSE:OSB,0,2021-01-01
877422,Nasdaq:SPTN,17.94,2021-01-01
877463,BATS:IMSI,12.67,2021-01-01
877799,,0,2021-01-01
877860,NYSE:NHI,66.84,2021-01-01
877890,NASDAQ:CTXS,111.82,2021-01-01
878088,NYSE:PRX,0,2021-01-01
878198,NYSE:NUM,0,2021-01-01
878200,NYSE:NUO,0,2021-01-01
878201,NYSE:NTX,0,2021-01-01
878242,NYSE:NMZ,14.23,2021-01-01
878436,,0,2021-01-01
878518,AMEX:TGB,0,2021-01-01
878520,NYSE:SWS,0,2021-01-01
878522,NASDAQ:STEI,0,2021-01-01
878526,NASDAQ:NTUS,0,2021-01-01
878560,NYSE:CAA,0,2021-01-01
878736,NYSE:HCR,0,2021-01-01
878774,,0,2021-01-01
878828,NYSE MKT:WTT,0,2021-01-01
878927,Nasdaq:ODFL,100.98,2021-01-01
878929,NYSE:MSF,0,2021-01-01
878932,NYSE:EQS,1.76,2021-01-01
879101,NYSE:KIM,15.25,2021-01-01
879169,Nasdaq:INCY,90.05,2021-01-01
879215,NYSE:DYNC,0,2021-01-01
879361,NYSE:MYD,14.22,2021-01-01
879407,Nasdaq:ARWR,79.47,2021-01-01
879526,NYSE:WNC,18.53,2021-01-01
879535,NYSE:DTF,14.57,2021-01-01
879585,Nasdaq:ATNI,49.48,2021-01-01
879635,Nasdaq:MPB,24.1,2021-01-01
879682,Nasdaq:VIVE,0,2021-01-01
879684,,0,2021-01-01
879764,NYSE:TTE,46.19,2021-01-01
879796,NASDAQ:ARIS,0,2021-01-01
880115,NYSE:CWEI,0,2021-01-01
880117,NASDAQ:JBSS,83.32,2021-01-01
880177,NASDAQ:PSMI,0,2021-01-01
880266,NYSE:AGCO,114.8,2021-01-01
880285,NYSE:EEP,0,2021-01-01
880406,Nasdaq:CUBA,5.43,2021-01-01
880432,NASDAQ:MSON,0,2021-01-01
880446,NASDAQ:VTSS,0,2021-01-01
880460,NASDAQ:PERF,0,2021-01-01
880562,NASDAQ:DAEG,0,2021-01-01
880631,NYSE:WT,5.68,2021-01-01
880771,NASDAQ:SCLN,0,2021-01-01
880804,NYSE:PGI,0,2021-01-01
880807,Nasdaq:AMSC,30.06,2021-01-01
880845,NYSE:NPF,0,2021-01-01
880892,NYSE:VGM,13.07,2021-01-01
880943,NYSE:SGL,0,2021-01-01
881695,NASDAQ:PMTI,0,2021-01-01
881787,NYSE:CRT,8.25,2021-01-01
881790,NASDAQ:HFFC,0,2021-01-01
881890,NASDAQ:ABAX,0,2021-01-01
881924,NASDAQ:LODG,0,2021-01-01
882071,NYSE:DFP,28.25,2021-01-01
882095,Nasdaq:GILD,62.52,2021-01-01
882104,NASDAQ:PDLI,0,2021-01-01
882150,NYSE:MYN,13.29,2021-01-01
882152,NYSE:MYC,0,2021-01-01
882153,NYSE:MYF,0,2021-01-01
882154,NYSE:POWR,0,2021-01-01
882184,NYSE:DHI,68.69,2021-01-01
882291,Nasdaq:AEMD,25.5,2021-01-01
882300,NYSE:SBI,9.19,2021-01-01
882361,Nasdaq:APTO,68.4,2021-01-01
882378,,0,2021-01-01
882508,Nasdaq:QUIK,3.98,2021-01-01
882796,Nasdaq:BCRX,7.74,2021-01-01
882835,Nasdaq:ROP,430.58,2021-01-01
882859,,0,2021-01-01
883237,NYSE:VRTS,232.2,2021-01-01
883241,Nasdaq:SNPS,258.84,2021-01-01
883265,NYSE:VGM,13.07,2021-01-01
883293,NYSE:VCI,0,2021-01-01
883369,,0,2021-01-01
883412,NYSE:MYI,14.13,2021-01-01
883522,,0,2021-01-01
883569,Nasdaq:FOSL,9.77,2021-01-01
883618,NYSE:NXP,17.79,2021-01-01
883945,NASDAQ:USAK,0,2021-01-01
883948,NYSE:AUB,36.96,2021-01-01
883975,Nasdaq:MBOT,7.21,2021-01-01
883980,NYSE:FDC,0,2021-01-01
883984,Nasdaq:ICUI,219.99,2021-01-01
884121,NYSE:HQL,20.14,2021-01-01
884144,Nasdaq:ASUR,7.24,2021-01-01
884152,NYSE:OIA,12.77,2021-01-01
884216,NYSE:MYJ,0,2021-01-01
884219,NYSE:VVI,35.81,2021-01-01
884247,Nasdaq:YVR,0,2021-01-01
884269,AMEX:APT,0,2021-01-01
884382,NYSE:PRM,0,2021-01-01
884394,NYSE:SPY,0,2021-01-01
884461,NYSE:LDF,0,2021-01-01
884614,NYSE:UGI,35.05,2021-01-01
884624,Nasdaq:OFIX,43.04,2021-01-01
884713,NYSE:PRMW,15.8,2021-01-01
884731,NASDAQ:ARIA,0,2021-01-01
884847,NYSE:MZTH,0,2021-01-01
884887,NYSE:RCL,73.98,2021-01-01
884905,NYSE:PX,0,2021-01-01
884909,,0,2021-01-01
884940,NASDAQ:SMRTQ,0,2021-01-01
885125,NYSE:IQI,12.86,2021-01-01
885245,NYSE:BKE,32.7,2021-01-01
885275,OTC:WBHC,0,2021-01-01
885306,NASDAQ:CYNO,0,2021-01-01
885307,Nasdaq:JCTCF,8.76,2021-01-01
885322,NASDAQ:ABCW,0,2021-01-01
885462,Nasdaq:GURE,4.53,2021-01-01
885508,Nasdaq:STRS,25.74,2021-01-01
885550,Nasdaq:CACC,337.02,2021-01-01
885590,NYSE:BHC,22.83,2021-01-01
885601,NYSE:IIM,15.54,2021-01-01
885639,NYSE:KSS,41.55,2021-01-01
885672,,0,2021-01-01
885725,NYSE:BSX,36.56,2021-01-01
885731,NYSE:NXN,14.1,2021-01-01
885732,NYSE:NXC,16.06,2021-01-01
885733,NYSE:NXQ,0,2021-01-01
885734,NYSE:NPM,0,2021-01-01
885740,Nasdaq:SPNS,31.21,2021-01-01
885978,NYSE:USPH,128.77,2021-01-01
885988,NASDAQ:INMD,24.81,2021-01-01
886043,NYSE:MMU,12.8,2021-01-01
886125,NYSE:ALU,0,2021-01-01
886128,Nasdaq:FCEL,14.99,2021-01-01
886136,Nasdaq:SGA,22.51,2021-01-01
886137,NASDAQ:FINL,0,2021-01-01
886163,Nasdaq:LGND,69.19,2021-01-01
886206,NYSE:FC,24.72,2021-01-01
886235,,0,2021-01-01
886346,NYSE:KAI,149.23,2021-01-01
886744,Nasdaq:GERN,1.68,2021-01-01
886977,Nasdaq:MEOH,48,2021-01-01
886982,NYSE:GS,291.65,2021-01-01
886986,NYSE:TECK,19.85,2021-01-01
887150,NASDAQ:HAMPQ,0,2021-01-01
887153,AMEX:SIM,0,2021-01-01
887225,NYSE:KEP,12.24,2021-01-01
887226,NASDAQ:PRCP,0,2021-01-01
887343,Nasdaq:COLB,40.16,2021-01-01
887356,,0,2021-01-01
887359,Nasdaq:VCEL,34.8,2021-01-01
887394,NYSE:MQT,13.88,2021-01-01
887396,AMEX:EP,0,2021-01-01
887497,NASDAQ:HITK,0,2021-01-01
887546,NYSE:GCH,0,2021-01-01
887590,NYSE:LBF,0,2021-01-01
887596,Nasdaq:CAKE,37.23,2021-01-01
887701,NYSE:PALDF,0,2021-01-01
887730,NYSE:KEM,0,2021-01-01
887733,Nasdaq:CENT,33.22,2021-01-01
887905,NYSE:LTC,38.71,2021-01-01
887919,Nasdaq:PFC,25.17,2021-01-01
887936,NYSE:FCN,112.82,2021-01-01
887996,,0,2021-01-01
888137,NYSE:JFC,0,2021-01-01
888172,NASDAQ:UBNK,0,2021-01-01
888228,NYSE:KMI,14.6,2021-01-01
888410,NYSE:MCA,0,2021-01-01
888411,NYSE:NXR,0,2021-01-01
888491,NYSE:OHI,35.5,2021-01-01
888504,NASDAQ:LAYN,0,2021-01-01
888721,Nasdaq:TRIB,21,2021-01-01
888746,NYSE:CCU,15.46,2021-01-01
888919,NYSE:HCC,22.98,2021-01-01
888953,NASDAQ:ORCC,0,2021-01-01
889057,,0,2021-01-01
889132,NYSE:PKX,66.7,2021-01-01
889331,Nasdaq:LFUS,266.87,2021-01-01
889348,AMEX:CVU,0,2021-01-01
889423,NASDAQ:SATCQ,0,2021-01-01
889609,Nasdaq:CPSS,4.33,2021-01-01
889900,Nasdaq:PTEN,6.3,2021-01-01
889930,NASDAQ:OVRL,0,2021-01-01
889936,NYSE:PVTD,0,2021-01-01
889971,Nasdaq:LPTH,3.84,2021-01-01
890066,Nasdaq:GLBZ,11.49,2021-01-01
890119,NYSE:NIM,10.66,2021-01-01
890196,NYSE:MQY,16.38,2021-01-01
890229,,0,2021-01-01
890264,NASDAQ:EXA,0,2021-01-01
890319,NYSE:TCO,0,2021-01-01
890393,NYSE:MIY,14.52,2021-01-01
890394,Nasdaq:PRSO,102.4,2021-01-01
890447,Nasdaq:VTNR,0.88,2021-01-01
890449,,0,2021-01-01
890465,NASDAQ:NPSP,0,2021-01-01
890491,NYSE:BKS,0,2021-01-01
890541,NYSE:BLX,16.5,2021-01-01
890564,NYSE:ASGN,89.01,2021-01-01
890801,NASDAQ:MCFE,0,2021-01-01
890821,Nasdaq:ENVB,239.5,2021-01-01
890846,NASDAQ:UPI,0,2021-01-01
890926,NYSE:RDN,21.56,2021-01-01
891014,NYSE:MTX,69.61,2021-01-01
891024,Nasdaq:PDCO,31.3,2021-01-01
891038,NYSE:MPA,14.72,2021-01-01
891103,NASDAQ:MTCH,152.86,2021-01-01
891166,NYSE:UVE,15.82,2021-01-01
891188,NYSE:MFT,0,2021-01-01
891288,NASDAQ:QCOR,0,2021-01-01
891290,NYSE:RFI,12.68,2021-01-01
891293,Nasdaq:CTIC,0,2021-01-01
891456,NYSE:PXP,0,2021-01-01
891478,NYSE:BSBR,8.14,2021-01-01
891482,Nasdaq:FLL,3.93,2021-01-01
891523,NASDAQ:CFCB,0,2021-01-01
891532,Nasdaq:PESI,6.25,2021-01-01
891762,,0,2021-01-01
891919,NASDAQ:BAMM,0,2021-01-01
892160,NASDAQ:DSCI,0,2021-01-01
892222,NASDAQ:BREW,0,2021-01-01
892450,NYSE:KT,11.15,2021-01-01
892482,NASDAQ:QUMU,0,2021-01-01
892534,NASDAQ:EZCH,0,2021-01-01
892537,NASDAQ:MANT,0,2021-01-01
892553,NYSE:GTLS,137.22,2021-01-01
892986,,0,2021-01-01
892992,NYSE:NAZ,15.51,2021-01-01
893162,NASDAQ:CMOS,0,2021-01-01
893538,NYSE:SM,8.51,2021-01-01
893691,NYSE:DOOR,0,2021-01-01
893692,,0,2021-01-01
893739,Nasdaq:TURN,6.35,2021-01-01
893821,NASDAQ:ATTU,0,2021-01-01
893847,Nasdaq:HWBK,18.98,2021-01-01
893949,NYSE:MD,23.55,2021-01-01
894024,,0,2021-01-01
894081,Nasdaq:ATSG,28.84,2021-01-01
894158,AMEX:TOVX,0,2021-01-01
894172,NASDAQ:HBK,0,2021-01-01
894237,NASDAQ:CGNT,0,2021-01-01
894239,NYSE:DUC,0,2021-01-01
894242,NYSE:BKN,16.91,2021-01-01
894267,,0,2021-01-01
894315,NYSE:SITC,10.22,2021-01-01
894351,NYSE:MNP,0,2021-01-01
894405,Nasdaq:ARCB,48.04,2021-01-01
894538,,0,2021-01-01
894627,NYSE:EGY,1.94,2021-01-01
894671,Nasdaq:OVBC,23.8,2021-01-01
894871,AMEX:AREN,0,2021-01-01
895040,,0,2021-01-01
895126,Nasdaq:CHK,0,2021-01-01
895417,NYSE:ELS,60.11,2021-01-01
895419,NYSE:WOLF,115.45,2021-01-01
895421,NYSE:MS,74.94,2021-01-01
895447,Nasdaq:SCVL,20.35,2021-01-01
895450,NYSE:WG,0,2021-01-01
895456,Nasdaq:RCKY,31.05,2021-01-01
895464,OTC:MAGLA,0,2021-01-01
895523,NYSE:MHY,0,2021-01-01
895528,NYSE:VPV,12.62,2021-01-01
895531,NYSE:VCV,12.97,2021-01-01
895541,,0,2021-01-01
895574,AMEX:VFL,0,2021-01-01
895648,NYSE:GGP,0,2021-01-01
895655,NYSE:JAH,0,2021-01-01
895728,NYSE:ENB,33.7,2021-01-01
895930,NASDAQ:AMSGP,0,2021-01-01
896061,NYSE:NPT,0,2021-01-01
896066,,0,2021-01-01
896150,,0,2021-01-01
896156,NYSE:ETD,21.75,2021-01-01
896159,NYSE:CB,155.86,2021-01-01
896163,,0,2021-01-01
896262,Nasdaq:AMED,303.43,2021-01-01
896264,NYSE:USNA,81.61,2021-01-01
896400,NASDAQ:MGAM,0,2021-01-01
896429,Nasdaq:CTLP,10.52,2021-01-01
896493,AMEX:AULT,0,2021-01-01
896494,Nasdaq:SNT,4.19,2021-01-01
896622,NYSE:ATR,139.7,2021-01-01
896726,NYSE:GGLR,0,2021-01-01
896841,Nasdaq:AVID,0,2021-01-01
896842,NASDAQ:OSHWQ,0,2021-01-01
896878,Nasdaq:INTU,368.63,2021-01-01
896923,NYSE:DDF,0,2021-01-01
896985,NASDAQ:DEST,0,2021-01-01
897075,NASDAQ:RPRXW,49.34,2021-01-01
897077,NYSE:ALG,149.43,2021-01-01
897269,NYSE:MVT,15.16,2021-01-01
897322,Nasdaq:GILT,7.67,2021-01-01
897419,NYSE:NMT,14.66,2021-01-01
897421,NYSE:NPV,15.66,2021-01-01
897424,NYSE:NMY,0,2021-01-01
897429,NYSE:CHS,0,2021-01-01
897448,Nasdaq:AMRN,5.66,2021-01-01
897723,Nasdaq:SANM,34.87,2021-01-01
897802,NYSE:SPE,14.03,2021-01-01
897893,NASDAQ:PRLS,0,2021-01-01
897996,NYSE:GHI,12.84,2021-01-01
898173,Nasdaq:ORLY,469.9,2021-01-01
898174,NYSE:RGA,117.53,2021-01-01
898293,NYSE:JBL,44.91,2021-01-01
898419,NYSE:PUK,37.81,2021-01-01
898437,Nasdaq:ANIK,45.96,2021-01-01
898685,,0,2021-01-01
898770,NASDAQ:SMED,0,2021-01-01
898802,,0,2021-01-01
899051,NYSE:ALL,110.07,2021-01-01
899460,Nasdaq:MNKD,3.6,2021-01-01
899597,NYSE:BKI,0,2021-01-01
899629,NYSE:AKR,14.66,2021-01-01
899636,NASDAQ:CATS,0,2021-01-01
899689,NYSE:VNO,35.83,2021-01-01
899715,NYSE:SKT,11.24,2021-01-01
899723,NYSE:OMG,0,2021-01-01
899751,NYSE:TWI,6.25,2021-01-01
899752,NYSE:NTC,0,2021-01-01
899782,NYSE:NOM,13.96,2021-01-01
899866,NASDAQ:ALXN,155.75,2021-01-01
899923,Nasdaq:MYGN,23.88,2021-01-01
900075,Nasdaq:CPRT,30.22,2021-01-01
900091,,0,2021-01-01
900349,NASDAQ:PERY,0,2021-01-01
900391,NYSE:NTZ,13.4,2021-01-01
900422,NYSE:PMO,13.79,2021-01-01
900724,NASDAQ:DGRW,54.39,2021-01-01
901243,NYSE:MUA,14.74,2021-01-01
901491,Nasdaq:PZZA,93.72,2021-01-01
901824,NYSE:MHE,0,2021-01-01
901832,Nasdaq:AZN,50.19,2021-01-01
902259,,0,2021-01-01
902274,NYSE:LBY,0,2021-01-01
902482,,0,2021-01-01
902622,,0,2021-01-01
902791,Nasdaq:BBSI,71.56,2021-01-01
903127,NYSE:PPS,0,2021-01-01
903129,Nasdaq:THRM,69.6,2021-01-01
903419,Nasdaq:ALRS,29.2,2021-01-01
903571,NYSE MKT:GSS,0,2021-01-01
903651,Nasdaq:INOD,6.24,2021-01-01
904080,NYSE:SGY,0,2021-01-01
904112,NYSE:MSD,9.05,2021-01-01
904121,,0,2021-01-01
904851,NYSE:YPF,4.78,2021-01-01
904978,NASDAQ:SUNH,0,2021-01-01
904979,NASDAQ:SHLO,0,2021-01-01
906013,NYSE:AWF,11.81,2021-01-01
906107,NYSE:EQR,57.9,2021-01-01
906163,NYSE:NVR,4025.93,2021-01-01
906192,NYSE:SRX,0,2021-01-01
906193,NASDAQ:KTEC,0,2021-01-01
906334,BATS:IMFL,39.99,2021-01-01
906338,NYSE:TARO,79.16,2021-01-01
906345,NYSE:CPT,96.79,2021-01-01
906465,Nasdaq:QCRH,41.09,2021-01-01
906469,,0,2021-01-01
906553,NYSE:BYD,47.03,2021-01-01
906709,Nasdaq:NKTR,18.6,2021-01-01
906779,NYSE:SAB,0,2021-01-01
906780,NASDAQ:NYNYR,0,2021-01-01
907093,,0,2021-01-01
907242,Nasdaq:MCRI,61.61,2021-01-01
907254,NYSE:BFS,32.37,2021-01-01
907471,Nasdaq:CASH,39.31,2021-01-01
907562,NASDAQ:DYAX,0,2021-01-01
907573,NYSE MKT:VMM,0,2021-01-01
907649,NASDAQ:FXENP,0,2021-01-01
907654,Nasdaq:ABIO,4.17,2021-01-01
908187,NYSE:PCM,10.94,2021-01-01
908255,NYSE:BWA,36.16,2021-01-01
908311,Nasdaq:CMCT,13.77,2021-01-01
908315,Nasdaq:WINA,187.7,2021-01-01
908489,NASDAQ:FLLC,0,2021-01-01
908732,NYSE:SHI,0,2021-01-01
908777,BATS:GSID,53.8,2021-01-01
908837,NASDAQ:NBTF,0,2021-01-01
908844,,0,2021-01-01
908937,Nasdaq:SIRI,6.42,2021-01-01
908993,AMEX:VKI,0,2021-01-01
909037,NYSE:SQM,58.08,2021-01-01
909108,Nasdaq:DHIL,157.32,2021-01-01
909111,NYSE:CLP,0,2021-01-01
909112,NYSE:TEI,7.75,2021-01-01
909281,NYSE:OKS,0,2021-01-01
909327,NYSE:SUZ,11.5,2021-01-01
909494,Nasdaq:TCX,74.52,2021-01-01
909724,Nasdaq:TLF,3.3,2021-01-01
909736,,0,2021-01-01
909791,NASDAQ:UTEK,0,2021-01-01
909832,Nasdaq:COST,367.92,2021-01-01
909954,NASDAQ:GMCR,0,2021-01-01
909987,,0,2021-01-01
910068,NYSE:HIO,4.96,2021-01-01
910073,NYSE:NYCB,10.97,2021-01-01
910108,NYSE:LXP,10.09,2021-01-01
910267,Nasdaq:TTNP,64.6,2021-01-01
910322,NYSE:AF,0,2021-01-01
910329,NYSE:MED,213.68,2021-01-01
910406,Nasdaq:HAIN,40.29,2021-01-01
910521,NYSE:DECK,316.86,2021-01-01
910606,Nasdaq:REG,45.01,2021-01-01
910612,NYSE:CBL,0,2021-01-01
910619,NYSE:MNC,0,2021-01-01
910631,NYSE:KOF,46.58,2021-01-01
910638,NYSE:DDD,22.96,2021-01-01
911109,NASDAQ:MINI,0,2021-01-01
911147,Nasdaq:CNTY,6.47,2021-01-01
911160,NASDAQ:RFMD,0,2021-01-01
911177,Nasdaq:CWST,60.68,2021-01-01
911216,AMEX:PTN,0,2021-01-01
911308,NYSE:MIY,14.52,2021-01-01
911421,NYSE:PRE,0,2021-01-01
911583,NYSE:LVB,0,2021-01-01
911631,NASDAQ:TGICQ,0,2021-01-01
911635,NYSE:AEC,0,2021-01-01
911649,NYSE:SDI,0,2021-01-01
911801,,0,2021-01-01
911971,NYSE:TK,2.42,2021-01-01
912023,NYSE:KEF,0,2021-01-01
912061,Nasdaq:NHTC,5.25,2021-01-01
912093,Nasdaq:VIAV,15.56,2021-01-01
912147,NYSE:RMT,10.63,2021-01-01
912183,NASDAQ:CBST,0,2021-01-01
912241,NASDAQ:PGICQ,0,2021-01-01
912242,NYSE:MAC,11.45,2021-01-01
912463,NYSE:GES,22.98,2021-01-01
912505,NYSE:ENIA,0,2021-01-01
912513,NYSE:CYT,0,2021-01-01
912544,NASDAQ:HOLL,0,2021-01-01
912562,Nasdaq:ROCK,94.92,2021-01-01
912593,NYSE:SUI,143.18,2021-01-01
912595,NYSE:MAA,124.55,2021-01-01
912603,Nasdaq:RDUS,39.21,2021-01-01
912615,Nasdaq:URBN,25.97,2021-01-01
912728,Nasdaq:FWRD,79.14,2021-01-01
912729,NYSE:GRR,0,2021-01-01
912744,NASDAQ:VRIG,25.01,2021-01-01
912750,NYSE:NFX,0,2021-01-01
912751,NYSE:XU,0,2021-01-01
912766,Nasdaq:LAUR,14.25,2021-01-01
912767,Nasdaq:UFPI,58.67,2021-01-01
912815,NASDAQ:OSIR,0,2021-01-01
912833,NASDAQ:WMAR,0,2021-01-01
912888,,0,2021-01-01
912892,NYSE:TV,9.1,2021-01-01
912898,NYSE:GRT,0,2021-01-01
912926,,0,2021-01-01
912958,Nasdaq:TIGO,30.91,2021-01-01
913015,,0,2021-01-01
913059,NYSE:BBAR,2.96,2021-01-01
913072,,0,2021-01-01
913077,NASDAQ:AFFX,0,2021-01-01
913142,NYSE:BDC,44.42,2021-01-01
913144,NYSE:RNR,166.1,2021-01-01
913165,NASDAQ:EXAC,0,2021-01-01
913241,Nasdaq:SHOO,36.4,2021-01-01
913277,Nasdaq:CLAR,16.63,2021-01-01
913290,NYSE:FRO,6.4,2021-01-01
913341,Nasdaq:CFFI,38.7,2021-01-01
913353,Nasdaq:CIGI,87.58,2021-01-01
913357,,0,2021-01-01
913662,NASDAQ:EMIF,25.08,2021-01-01
913665,,0,2021-01-01
913756,,0,2021-01-01
913760,Nasdaq:SNEX,41.97,2021-01-01
913785,,0,2021-01-01
913885,NASDAQ:TQNT,0,2021-01-01
913955,,0,2021-01-01
913957,NYSE:AMRE,0,2021-01-01
914024,NYSE:SHAW,0,2021-01-01
914035,NYSE:SBW,0,2021-01-01
914122,Nasdaq:PPIH,6.12,2021-01-01
914138,NASDAQ:MBRG,0,2021-01-01
914156,Nasdaq:UFPT,53.23,2021-01-01
914201,,0,2021-01-01
914208,NYSE:IVZ,18.33,2021-01-01
914329,NASDAQ:FEIC,0,2021-01-01
914398,NASDAQ:ESYS,0,2021-01-01
914475,Nasdaq:NBIX,102.82,2021-01-01
914712,Nasdaq:STCN,7.37,2021-01-01
915358,Nasdaq:SGMA,4.74,2021-01-01
915389,NYSE:EMN,107.61,2021-01-01
915778,NASDAQ:DSPG,0,2021-01-01
915779,Nasdaq:DAKT,5.31,2021-01-01
915840,NYSE:BZH,15.85,2021-01-01
915862,NASDAQ:PTRY,0,2021-01-01
915912,NYSE:AVB,157.06,2021-01-01
915913,NYSE:ALB,184,2021-01-01
916076,NYSE:MLM,307.82,2021-01-01
916085,NYSE:HNT,0,2021-01-01
916183,NYSE:RCS,6.93,2021-01-01
916365,Nasdaq:TSCO,147.12,2021-01-01
916457,NYSE:CPN,0,2021-01-01
916490,,0,2021-01-01
916529,NASDAQ:ARTX,0,2021-01-01
916540,NYSE:DAR,66.4,2021-01-01
916545,NYSE:OVEN,0,2021-01-01
916618,NYSE:IIF,21.7,2021-01-01
916704,,0,2021-01-01
916789,Nasdaq:HELE,223.51,2021-01-01
916791,NYSE:GYC,0,2021-01-01
916793,Nasdaq:SILC,46.14,2021-01-01
916823,,0,2021-01-01
916863,NYSE:IEH,0,2021-01-01
916907,Nasdaq:SMBC,32.3,2021-01-01
917100,NYSE:IFN,20.34,2021-01-01
917225,AMEX:XPL,0,2021-01-01
917251,NYSE:ADC,64.78,2021-01-01
917273,Nasdaq:RMBS,18.89,2021-01-01
917331,,0,2021-01-01
917470,Nasdaq:ZEUS,16.1,2021-01-01
917491,Nasdaq:FARO,76.73,2021-01-01
917520,Nasdaq:IART,65.84,2021-01-01
917674,NASDAQ:HPWR,0,2021-01-01
917707,,0,2021-01-01
917731,,0,2021-01-01
917851,NYSE:VALE,18.93,2021-01-01
917968,NASDAQ:PEET,0,2021-01-01
918160,NYSE:AKS,0,2021-01-01
918251,Nasdaq:MPAA,21.77,2021-01-01
918386,NASDAQ:QLGC,0,2021-01-01
918541,Nasdaq:NNBR,6.4,2021-01-01
918580,NASDAQ:GPIC,0,2021-01-01
918581,NYSE:CBR,0,2021-01-01
918608,NYSE:EGO,14.22,2021-01-01
918646,NYSE:EXP,112.43,2021-01-01
918685,,0,2021-01-01
918709,NASDAQ:ACTT,0,2021-01-01
918965,Nasdaq:SCSC,29.13,2021-01-01
919006,,0,2021-01-01
919012,NYSE:AEO,22.18,2021-01-01
919130,NASDAQ:ONSM,0,2021-01-01
919134,,0,2021-01-01
919239,NYSE:GG,0,2021-01-01
919567,AMEX:RCG,0,2021-01-01
919628,NYSE:CKR,0,2021-01-01
919708,NYSE:KST,0,2021-01-01
919745,NASDAQ:DARA,0,2021-01-01
919808,NYSE:APF,0,2021-01-01
919864,Nasdaq:FNWD,41.5,2021-01-01
919871,,0,2021-01-01
919893,NYSE:TDF,23.04,2021-01-01
919956,NASDAQ:DVCR,0,2021-01-01
919991,,0,2021-01-01
920112,Nasdaq:HTLF,44.11,2021-01-01
920148,NYSE:LH,187.53,2021-01-01
920173,NASDAQ:FPAMQ,0,2021-01-01
920317,,0,2021-01-01
920321,NYSE:CVO,0,2021-01-01
920371,NYSE:SSD,100.48,2021-01-01
920424,NYSE:ITG,0,2021-01-01
920427,NASDAQ:UNTY,19.37,2021-01-01
920448,NASDAQ:BVSN,0,2021-01-01
920522,NYSE:ESS,231.5,2021-01-01
920532,NASDAQ:PNTR,0,2021-01-01
920617,,0,2021-01-01
920760,NYSE:LEN,75.69,2021-01-01
920986,,0,2021-01-01
920990,NASDAQ:INFO1,0,2021-01-01
921051,NASDAQ:THRD,0,2021-01-01
921082,NYSE:HIW,38.13,2021-01-01
921112,NYSE:LPT,0,2021-01-01
921114,AMEX:ARMP,0,2021-01-01
921183,Nasdaq:HMNF,18.3,2021-01-01
921299,Nasdaq:FGEN,39.48,2021-01-01
921500,NYSE:CGX,0,2021-01-01
921503,NYSE:BTH,0,2021-01-01
921547,NASDAQ:HEOP,0,2021-01-01
921557,Nasdaq:RBCAA,38.84,2021-01-01
921582,NYSE:IMAX,18.1,2021-01-01
921638,Nasdaq:SSRM,20.38,2021-01-01
921671,NYSE:GGT,7.56,2021-01-01
921691,NYSE:KCP,0,2021-01-01
921738,Nasdaq:PENN,87.5,2021-01-01
921742,,0,2021-01-01
921825,NYSE:FR,41.23,2021-01-01
921847,NASDAQ:HCBK,0,2021-01-01
922224,NYSE:PPL,27.74,2021-01-01
922247,Nasdaq:CYTH,4.65,2021-01-01
922358,NYSE:FGP,0,2021-01-01
922475,NYSE:ESI,19,2021-01-01
922487,NASDAQ:RBPAA,0,2021-01-01
922621,Nasdaq:ERIE,257.53,2021-01-01
922717,NASDAQ:CHDX,0,2021-01-01
922863,NASDAQ:QLTY,0,2021-01-01
922864,NYSE:AIV,4.94,2021-01-01
923118,NYSE:HME,0,2021-01-01
923120,NYSE:GBX,35.86,2021-01-01
923139,Nasdaq:FFIC,18.52,2021-01-01
923144,,0,2021-01-01
923284,NYSE:IRC,0,2021-01-01
923601,Nasdaq:MICS,10.5,2021-01-01
923603,NYSE:FCH,0,2021-01-01
923796,NYSE:GEO,8.91,2021-01-01
923899,,0,2021-01-01
924095,OTC:WSCC,0,2021-01-01
924168,Nasdaq:EFOI,32.06,2021-01-01
