CIK,"('exchange_and_symbol', 'variation_0')",stock_price_at_prediction_date
31791,NYSE:PKI,130.31
31978,NYSE:EE,25.02
32020,,0
32166,NASDAQ:ELRC,0
32604,NYSE:EMR,79.6
32621,AMEX:MSN,0
32689,NYSE:EDE,0
32878,NASDAQ:ENERQ,0
33002,NYSE:EBF,21.29
33185,NYSE:EFX,182.61
33213,NYSE:EQT,47.34
33488,Nasdaq:ESCA,10.36
33523,,0
33533,AMEX:ESP,0
33619,NYSE:ESL,0
33769,NASDAQ:BOBE,0
33934,AMEX:CRF,0
33992,Nasdaq:KINS,3.39
34067,Nasdaq:BOOM,18.47
34088,NYSE:XOM,93.2
34151,NYSE:JAS,0
34349,,0
34408,NYSE:FDO,0
34489,,0
34563,Nasdaq:FARM,5.2
34782,Nasdaq:SRCE,49.25
34903,NYSE:FRT,100.25
34956,Nasdaq:TENX,309.76
35214,NYSE:FOE,0
35527,Nasdaq:FITB,35.44
36029,Nasdaq:FFIN,43.94
36032,NYSE:RF,22.24
36047,NYSE:CLGX,0
36104,Nasdaq:FRBA,46.15
36146,Nasdaq:TRMK,32.54
36270,NYSE:MTB,187.29
36377,NASDAQ:FHB,26.7
36966,NYSE:FHN,23.54
37008,NYSE:FUR,0
37039,,0
37049,NYSE:FWV,0
37472,Nasdaq:FLXS,15.45
37643,NASDAQ:FPU,0
37748,NYSE:FLR,26.17
37785,NYSE:FMC,107.61
37808,NYSE:FNB,12.26
37996,NYSE:F,14.93
38067,,0
38074,NYSE:FRX,0
38079,NYSE:SOGCQ,0
38188,NYSE:FDI,0
38264,Nasdaq:FORD,1.4
38725,Nasdaq:FELE,85.71
38777,NYSE:BEN,24.82
38984,NASDAQ:RELY,10.4
39020,Nasdaq:FEIM,5.8
39092,AMEX:FRD,0
39263,NYSE:CFR,141.22
39273,NASDAQ:FFEX,0
39311,Nasdaq:IBCP,20.28
39368,NYSE:FUL,61.88
39648,NASDAQ:GK,0
39677,NASDAQ:AVHI,0
39899,NYSE:GCI,21.85
39911,NYSE:GPS,9.52
40211,NYSE:GATX,99.62
40417,NYSE:GAM,36.25
40533,NYSE:GD,229.03
40545,NYSE:GE,41.81
40554,NYSE:GEK,0
40570,AMEX:JOB,0
40704,NYSE:GIS,75.83
40729,NYSE:ALLY,33.02
40888,NYSE:AJRD,0
40987,NYSE:GPC,158.53
41091,NYSE:GPJA,0
41133,NYSE:GRB,0
41719,NYSE:GLT,4.56
42582,Nasdaq:GT,13.13
42682,NYSE:GRC,25.95
42872,,0
42888,NYSE:GGG,63.59
43196,NYSE:GTN,18.48
43350,NYSE:EGAS,0
43410,NYSE:GNI,0
43920,NYSE:GEF,67.05
44545,,0
45012,NYSE:HAL,28.37
45876,NYSE:NVRI,5.2
45919,Nasdaq:HHS,11.96
46012,,0
46043,,0
46080,Nasdaq:HAS,77.43
46129,Nasdaq:ALNT,29.02
46195,NYSE:BOH,80.5
46250,Nasdaq:HWKN,39.14
46619,NYSE:HEI,154.32
46738,,0
46765,NYSE:HP,42.92
46989,NYSE:HPC,0
47111,NYSE:HSY,222.87
47217,NYSE:HPQ,26.95
47518,NYSE:HRC,0
48287,NYSE:HNI,30.27
48465,NYSE:HRL,46.26
48898,NYSE:HUBB,227.01
49071,NYSE:HUM,501.07
49196,Nasdaq:HBAN,23.55
49534,NASDAQ:LPHIQ,0
49600,NYSE:EGP,156.97
49728,NYSE MKT:IEC,0
49754,NYSE:DIN,71.45
49826,NYSE:ITW,197.45
49930,NASDAQ:IPII,0
49938,AMEX:IMO,0
50104,NYSE:ANDV,0
50493,Nasdaq:IMKTA,84.18
50710,,0
50725,NYSE:GFF,32.57
50863,Nasdaq:INTC,29.44
50934,NYSE:IDC,0
50957,NASDAQ:FBN,0
51143,NYSE:IBM,127.73
51253,NYSE:IFF,102.9
51434,NYSE:IP,36.52
51548,NASDAQ:ISCA,0
51644,NYSE:IPG,27.69
51939,NASDAQ:CORSQ,0
52485,NASDAQ:IPLDP,0
52708,NASDAQ:IOMT,0
52795,NYSE:AXE,0
52827,NYSE:RYN,33.55
52969,NYSE:JCLY,0
52988,NYSE:J,120.53
54003,NYSE:JOR,0
54056,NYSE:JRN,0
54187,Nasdaq:MAYS,42.24
54381,NYSE:KAMN,0
54441,NYSE:FRM,0
54480,NYSE:KSU,0
54502,,0
54507,NYSE:WR,0
54991,NYSE:KEI,0
55067,NYSE:K,67.07
55135,Nasdaq:KELYA,15.54
55195,,0
55242,NYSE:KMT,22.36
55362,,0
55529,Nasdaq:KEQU,17.93
55772,Nasdaq:KBAL,0
55785,NYSE:KMB,122.82
56047,NYSE:KEX,67.23
56679,NYSE:KFY,49.39
56701,Nasdaq:KOSS,6.85
56806,NASDAQ:KRSL,0
56868,Nasdaq:PNRG,89.65
56873,NYSE:KR,47.45
56978,Nasdaq:KLIC,40.93
57083,NYSE:KYO,0
57131,NYSE:LZB,25.34
57201,,0
57515,Nasdaq:LANC,168.55
57528,NASDAQ:LNCE,0
57725,NYSE:LCI,0
58361,Nasdaq:LEE,18.43
58492,NYSE:LEG,37.04
59255,NYSE:VHI,28.73
59440,NYSE:VGR,9.38
59478,NYSE:LLY,305.09
59527,Nasdaq:LECO,137.33
59558,NYSE:LNC,49.09
60086,NYSE:L,55.11
60519,NYSE:LPX,54.62
60527,NYSE:ELC,0
60667,NYSE:LOW,195.1
60714,NYSE:LXU,16.07
60751,NYSE:LZ,0
60977,NYSE:LDL,0
61004,AMEX:LGL,0
61397,BATS:FMAG,18.98
61398,AMEX:TELL,0
61442,,0
61478,NYSE:ADCT,5.48
61986,NYSE:MTW,9.16
62234,NYSE:MCS,15.59
62362,Nasdaq:MARPS,0
62709,NYSE:MMC,157.22
62996,NYSE:MAS,49.4
63276,Nasdaq:MAT,21.78
63296,Nasdaq:MATW,24.49
63330,NYSE:MLP,9.17
63754,NYSE:MKC,78.86
63908,NYSE:MCD,257.01
64040,NYSE:SPGI,344.69
64463,Nasdaq:SLNH,45
64472,AMEX:GENC,0
64803,NYSE:CVS,102.11
64996,NYSE:MCY,32.9
65100,NYSE:MER,0
65172,NYSE:MSB,22.5
65201,NYSE:MPR,0
65270,NYSE:MEI,38.84
65312,AMEX:EVI,0
65358,NASDAQ:UCAP,0
65433,NYSE:MXF,13.79
65596,Nasdaq:SIEB,1.67
65770,Nasdaq:MVIS,4.11
65984,NYSE:ETR,115.88
66004,Nasdaq:MSEX,87.78
66032,,0
66382,Nasdaq:MLKN,23.97
66418,AMEX:MXC,0
66570,NYSE:MSA,118.96
66649,NYSE:MGN,0
66740,NYSE:MMM,97.52
66756,NYSE:ALE,58.97
66901,NYSE:EMP,0
66904,,0
67088,NYSE:MUFG,5.07
67215,NYSE:DY,108.37
67279,NASDAQ:MOCO,0
67347,NYSE:MOD,15.37
67625,NYSE:MNR,0
67686,NYSE:MON,0
67716,NYSE:MDU,20.38
67813,NYSE:MTS,0
67887,NYSE:MOGA,0
68270,NYSE:RT,0
68505,NYSE:MSI,240.57
68622,NYSE:CTBB,21.93
68709,NASDAQ:MTSC,0
69422,Nasdaq:INTG,0
69488,NYSE:MYE,17.85
69633,Nasdaq:NSSC,30.37
69733,Nasdaq:NATH,66.21
69891,Nasdaq:FIZZ,42.28
70145,NYSE:NFG,70.63
70318,NYSE:THC,59.21
70415,NYSE:GPX,0
70487,Nasdaq:NRC,38.26
70502,NYSE:NRUC,23.3
70793,NYSE:NTY,0
70858,NYSE:BAC,34.69
70866,NYSE:VYX,14.19
71508,NYSE:ENJ,0
71691,NYSE:NYT,30.08
71829,NYSE:NR,2.92
71932,NYSE:NMKBP,0
72162,NYSE:NL,8.46
72207,NYSE:NBL,0
72331,Nasdaq:NDSN,224.03
72333,NYSE:JWN,19.64
72423,NASDAQ:NTK,0
72444,Nasdaq:VXRT,2.42
72573,NYSE:MOV,30.4
72633,NYSE:NRT,15.68
72741,NYSE:ES,89.53
72903,Nasdaq:XEL,74.53
72911,NYSE:NRTLQ,0
72971,NYSE:WFC,44.32
73124,Nasdaq:NTRS,95.41
73290,Nasdaq:BMRA,3.61
73309,NYSE:NUE,118.82
73756,NYSE:OII,9.19
73887,NYSE:VTOL,27.58
74046,NYSE:ODC,25.36
74208,NYSE:UDR,43.75
74260,NYSE:ORI,22.2
74303,NYSE:OLN,47.78
75208,NYSE:OSG,3.38
75252,NYSE:OMI,25.66
75288,NYSE:OXM,90.02
75340,Nasdaq:PFIN,0
75362,Nasdaq:PCAR,58.19
75398,NYSE:PAI,11.76
75488,NYSE:PCG,13.46
75677,NYSE:PKG,124.1
76174,,0
76267,NYSE:PKE,11.23
76282,Nasdaq:PKOH,14.36
76334,NYSE:PH,265.16
76605,Nasdaq:PATK,48.28
77159,Nasdaq:ROCC,0
77281,OTC:PRET,0
77360,NYSE:PNR,43.59
77449,NYSE:PBY,0
77476,Nasdaq:PEP,168.73
77543,NYSE:TPC,6.96
77597,NYSE:SEH,0
77776,NYSE:PHH,0
77877,Nasdaq:PDCE,0
78003,NYSE:PFE,45.44
78066,NYSE:PD,24.17
78128,NYSE:WTRG,45.83
78150,NYSE:PHI,28.34
78239,NYSE:PVH,54.98
78460,NYSE:PNY,0
78536,NASDAQ:DINE,0
78749,Nasdaq:AGYS,49.99
78778,NYSE:PJC,0
78814,NYSE:PBI,2.6
78890,NYSE:BCO,53.16
79035,NYSE:POLY,0
79282,NYSE:BRO,61.75
79879,NYSE:PPG,119.23
79958,NYSE:PCP,0
80035,Nasdaq:PLPC,77
80124,NASDAQ:PLFE,0
80172,NYSE:NPK,66.54
80257,,0
80420,Nasdaq:POWL,23.3
80424,NYSE:PG,137.99
80661,NYSE:PGR,127.29
81318,NYSE:YUMA,0
81362,NYSE:KWR,159.29
81955,Nasdaq:RAND,0
82020,Nasdaq:USLM,107.69
82166,NASDAQ:RAVN,0
82267,NYSE:RTN,0
82473,AMEX:IHT,0
82811,NYSE:RRX,144.85
83402,NASDAQ:REXI,0
84246,NYSE:RLI,109.89
84748,NYSE:ROG,243.39
84792,NYSE:ROH,0
84839,NYSE:ROL,36.23
85408,NYSE:RDC,0
85535,Nasdaq:RGLD,93.72
85961,NYSE:R,73.13
85974,NYSE:RYL,0
86144,NYSE:SWY,0
86312,NYSE:TRV,164.29
87050,Nasdaq:NEON,3.8
87347,NYSE:SLB,38.97
87565,NASDAQ:SHLM,0
88132,NYSE MKT:SEB,0
88205,NYSE:SPXC,57.45
88941,Nasdaq:SMTC,31.72
88948,Nasdaq:SENEA,53.9
89089,NYSE:SCI,61.05
89140,AMEX:SVT,0
89270,NYSE:SLI,0
89439,NYSE:MLI,30.69
89800,NYSE:SHW,223.18
90168,AMEX:SIF,0
90185,NASDAQ:SIAL,0
90498,Nasdaq:SFNC,23.91
90896,NYSE:SKY,54.32
91142,NYSE:AOS,52.59
91419,NYSE:SJM,139.96
91440,NYSE:SNA,220.72
91576,NYSE:KEY,17.83
91767,NYSE:SON,61.51
91847,NYSE:SOR,36.89
91928,NYSE:SJIJ,0
92103,,0
92122,NYSE:SO,78.27
92230,NYSE:TFC,47.99
92380,NYSE:LUV,35.88
92472,NASDAQ:SWWC,0
92679,NYSE:SPA,0
93284,NYSE:ICB,0
93314,AMEX:VNRX,0
93389,NYSE:SMP,34.67
93410,NYSE:CVX,156.9
93451,NYSE:STL,0
93556,NYSE:SWK,86.46
93676,NYSE:SCX,0
93751,NYSE:STT,70.87
93859,NYSE:BH,125.86
94049,NYSE:SCL,98.96
94344,NYSE:STC,49.18
94845,NYSE:LEVI,17.76
95029,NYSE:RGR,52.13
95047,,0
95052,NASDAQ:RDEN,0
95521,NYSE:SVU,0
95552,NYSE:SUP,3.75
95574,Nasdaq:SGC,9.92
95585,,0
95953,Nasdaq:ACNT,15.59
96021,NYSE:SYY,79.79
96223,NYSE:JEF,32.08
96289,NYSE:RSH,0
96536,Nasdaq:TAYD,10.1
96638,NASDAQ:ADVNQ,0
96763,NYSE:PULS,0
96793,AMEX:SSY,0
96831,NASDAQ:TECUA,0
96869,NYSE:TRC,16.03
96885,OTC:TIKK,0
96943,NYSE:TFX,222.95
96966,NYSE:TDJ,0
97134,NYSE:TNC,62.3
97196,NASDAQ:AMIC,0
97210,Nasdaq:TER,82.49
97216,NYSE:TEX,33.53
97472,NYSE:TXI,0
97476,Nasdaq:TXN,166.25
97745,NYSE:TMO,539.67
98222,NYSE:TDW,24.26
98246,NYSE:TIF,0
98338,Nasdaq:TSRI,8.11
98362,NYSE:TKR,64.03
98677,NYSE:TR,32.66
99197,NYSE:TAI,0
99302,Nasdaq:TRNS,74.59
99359,NYSE:BZC,0
99614,NYSE:TY,26.99
99780,NYSE:TRN,23.38
100378,Nasdaq:TWIN,12
100493,NYSE:TSN,72.44
100517,Nasdaq:UAL,38.7
100591,NYSE:AGX,33.7
100726,NYSE:UFI,10.85
100885,NYSE:UNP,216.2
100979,,0
101063,NYSE:CQB,0
101199,Nasdaq:UFCS,30.44
101295,Nasdaq:UG,12.65
101382,Nasdaq:UMBF,91.09
101538,AMEX:UAMY,0
101542,,0
101594,Nasdaq:USEG,3.01
101778,NYSE:MRO,25.93
101829,NYSE:RTX,84.95
101830,NYSE:S,27.48
101984,Nasdaq:UEIC,19.75
102037,NYSE:UVV,49.68
102109,AMEX:UUU,0
102212,Nasdaq:UVSP,25.21
102426,NYSE:STEW,11.98
102499,NASDAQ:GEOW,0
102729,NYSE:VMI,274.15
102752,Nasdaq:VSEC,39.84
103145,Nasdaq:VECO,19.72
103379,NYSE:VFC,40.51
103595,Nasdaq:VLGEA,21.25
103730,NYSE:VSH,18.95
103872,NYSE MKT:VOLT,0
104169,NYSE:WMT,44.78
104207,NYSE:WAG,0
104375,,0
104777,NYSE:ALTV,0
104889,NYSE:GHC,565.75
104894,NYSE:ELME,20.11
104897,NASDAQ:WSCI,0
104918,NYSE:AVA,40.82
105016,NYSE:WSO,273.52
105132,Nasdaq:WDFC,189.07
105319,Nasdaq:WW,5.21
105418,NYSE:WMK,74.42
105634,NYSE:EME,119.67
105744,AMEX:GBR,0
105770,NYSE:WST,269.93
106040,Nasdaq:WDC,36.62
106374,,0
106455,NASDAQ:WLBA,0
106532,Nasdaq:WEYS,22.74
106535,NYSE:WY,31.71
106640,NYSE:WHR,147.26
107140,NYSE:WLY,43.28
107263,NYSE:WMB,32.06
107559,,0
107687,NYSE:WGO,59.13
108312,Nasdaq:WWD,91.1
108385,Nasdaq:WRLD,112.31
108516,NYSE:WOR,32.42
108985,Nasdaq:YORW,44.72
109156,NYSE:ZLC,0
109177,NYSE:SPB,47.49
109198,NYSE:TJX,65.54
109380,Nasdaq:ZION,58.38
109563,NYSE:AIT,105.62
109657,Nasdaq:GTBP,57
109747,,0
110390,NYSE:UN,0
110430,NYSE:FTO,0
110471,NYSE:WWW,19.42
110621,NYSE:RPM,90.86
200245,,0
200406,NYSE:JNJ,166.28
201283,NYSE:TLM,0
201461,NYSE:CYN,0
201533,,0
202058,NYSE:LHX,230.07
202467,,0
202890,NASDAQ:ARS,0
203077,NYSE:STJ,0
203248,NYSE:SUG,0
203527,NYSE:VAR,0
203596,Nasdaq:WSBC,36.73
215419,NYSE:CKP,0
215466,NYSE:CDE,3.35
215829,,0
215994,,0
216039,NYSE:GRBEQ,0
216085,NYSE:HVT,27.36
216108,NYSE:NFS,0
216228,NYSE:ITT,71.79
216539,NYSE:MEG,42.88
216851,NYSE:PEO,21.07
216934,,0
217346,NYSE:TXT,64.09
217410,NYSE:UL,45.34
225208,,0
225263,NYSE MKT:NEWP,0
225635,NYSE:BIE,0
225648,NYSE:CVA,0
230119,NASDAQ:CRBC,0
230498,NYSE:RKT,7.64
230557,Nasdaq:SIGI,82.52
275053,Nasdaq:NATR,8.72
275119,NASDAQ:BYLK,0
275694,NYSE:MCI,13.44
275880,NYSE:PSN,41.7
276209,NASDAQ:CTWS,0
276463,NYSE:XOVR,0
276720,Nasdaq:PCYO,9.57
277058,NYSE:UWN,0
277135,NYSE:GWW,535.1
277375,NASDAQ:DGAS,0
277509,NYSE:FSS,40.04
277595,NYSE:EGN,0
277807,,0
277948,Nasdaq:CSX,29.88
278041,NYSE:ISH,0
278130,NYSE:PIR,0
278165,Nasdaq:OMQS,0
278166,Nasdaq:CVCO,212.12
310056,NYSE:VII,0
310142,NYSE:SXT,75.77
310158,NYSE:MRK,86.64
310354,NYSE:SXI,83.88
310568,NASDAQ:MSCC,0
310764,NYSE:SYK,220.88
311046,,0
311094,Nasdaq:WABC,54.98
311337,NYSE:SU,31.21
311471,NASDAQ:APAGF,0
311817,NYSE MKT:HMG,0
312069,NYSE:BCS,7.96
312070,CBOE:ATMP,0
313041,,0
313143,NYSE:HAE,78.24
313216,NYSE:PHG,16.8
313364,NYSE:MTR,15.42
313395,NASDAQ:TXCOQ,0
313616,NYSE:DHR,247.28
313716,NASDAQ:HDNG,0
313807,NYSE:BP,30.9
313838,NYSE:SONY,72.48
313927,NYSE:CHD,76.59
314203,NYSE:MUX,3.59
314227,Nasdaq:TOMZ,0.69
314423,NYSE:RNDY,0
314489,Nasdaq:BUSE,23.86
314590,NYSE:SSL,17.9
314606,NYSE:GEOKQ,0
314712,,0
314808,NYSE:VAL,53.68
315131,NYSE:PHX,3.34
315189,NYSE:DE,362.69
315213,NYSE:RHI,78.3
315293,NYSE:AON,278.71
315374,Nasdaq:HURC,23.7
315449,NYSE:UQM,0
315545,OTC:PVCT,0
315709,Nasdaq:IBOC,44.07
315849,NYSE:SGB,0
315852,NYSE:RRC,30.32
315858,NYSE:BVH,0
316206,NYSE:HOT,0
316253,NYSE:ENZ,2.52
316300,NYSE:XCO,0
316709,NYSE:SCHW,73.71
316736,NYSE:FPP,0
316793,NYSE:IRF,0
316888,AMEX:ASM,0
317540,Nasdaq:COKE,435.68
317788,Nasdaq:APPS,17.09
317891,,0
318154,Nasdaq:AMGN,230.76
318306,Nasdaq:ABEO,3.86
318673,Nasdaq:SNFCA,6.23
318771,NYSE:DNA,3.07
318833,NYSE:TISI,12.4
318996,NYSE:KEGX,0
319156,NYSE:CBNR,0
319201,Nasdaq:KLAC,334.35
319240,NASDAQ:IRIS,0
319458,AMEX:ENSV,0
319654,NYSE:PBT,16.78
319655,NYSE:SJT,11.33
319815,NASDAQ:MXWL,0
320017,Nasdaq:LSTA,4.69
320121,Nasdaq:TLS,11.14
320187,NYSE:NKE,107.21
320193,Nasdaq:AAPL,154.48
320335,NYSE:GL,103.4
320340,NYSE:CCRD,22.19
320345,NASDAQ:MCRS,0
320387,NASDAQ:FMFC,0
350698,NYSE:AN,110.68
350737,NASDAQ:OBCI,0
350797,NYSE:EV,0
350846,NYSE:STS,0
350852,Nasdaq:CTBI,42.97
350868,Nasdaq:ITI,3.18
350894,Nasdaq:SEIC,54.08
350907,NASDAQ:THOR,0
351483,NASDAQ:ASMI,0
351569,Nasdaq:ABCB,48.67
351789,Nasdaq:ELSE,5.42
351817,NYSE:SBOW,31.78
351834,Nasdaq:STKL,10.27
351903,NASDAQ:EPHC,0
351998,Nasdaq:DAIO,3.2
352363,NYSE:KATE,0
352541,NASDAQ:LNT,61.89
352613,NASDAQ:TALL,0
352747,NASDAQ:UGNEQ,0
352825,Nasdaq:FSTR,10.7
352915,NYSE:UHS,98.76
352955,AMEX:CKX,0
352988,,0
353020,NASDAQ:AEGN,0
353024,BATS:PXUS,0
353184,Nasdaq:AIRT,22.17
353230,NYSE:OCR,0
353278,NYSE:NVO,50.62
353646,,0
354190,NYSE:AJG,181.39
354647,Nasdaq:CVBF,26.65
354655,NASDAQ:BOLT,1.78
354707,NYSE:HE,39.06
354869,NASDAQ:FMER,0
354908,NASDAQ:FLIR,0
354950,NYSE:HD,280.42
354963,Nasdaq:SHEN,18.84
355019,Nasdaq:FONR,14.2
355379,Nasdaq:MDWT,0
355429,NYSE:PL,6.68
355766,NYSE:HWG,0
355777,NASDAQ:LOJN,0
355811,Nasdaq:GNTX,26.64
355948,Nasdaq:RELL,14.62
355999,NASDAQ:USTR,0
356028,NASDAQ:CA,0
356037,Nasdaq:CSPI,4.16
356080,NYSE:BLC,0
356130,NASDAQ:EMCI,0
356171,Nasdaq:TCBK,47.95
356213,NASDAQ:PNK,0
356309,NYSE:NJR,45.39
356708,NASDAQ:FRGBQ,0
356858,NASDAQ:FBCI,0
357020,NASDAQ:XCRA,0
357097,NASDAQ:FCSC,0
357173,Nasdaq:OSBC,14
357294,NYSE:HOV,43.24
357301,Nasdaq:TRST,34.17
700564,Nasdaq:FULT,20.44
700565,Nasdaq:FMBH,35.12
700733,NASDAQ:NPBC,0
700841,Nasdaq:RCMT,15.88
700863,NASDAQ:SUSQ,0
700923,Nasdaq:MYRG,90.04
701288,Nasdaq:ATRI,593.5
701345,NYSE:LCC,0
701347,NYSE:CPF,22.75
701374,NYSE:SIX,22.52
701719,AMEX:ELA,0
701811,NASDAQ:MENT,0
701818,NYSE:KGC,3.64
701869,NYSE:IHC,0
701985,NYSE:BBWI,38.77
702325,NASDAQ:FMBI,0
702513,NASDAQ:BOCH,0
702902,NASDAQ:HNBC,0
703109,,0
703351,NYSE:EAT,28.26
703361,NASDAQ:IDTI,0
703604,Nasdaq:DSGR,16.27
704051,NASDAQ:INFR,0
704415,NASDAQ:TVTY,0
704440,Nasdaq:KRMD,2.59
