CIK
20
1750
1800
2034
2098
2135
2178
2186
2230
2488
2491
2646
2809
2969
3116
3153
3197
3370
3453
3499
3545
3570
3673
3845
3982
4127
4187
4281
4317
4447
4457
4904
4962
4977
5094
5272
5513
5768
5981
6176
6201
6207
6281
6284
6845
6885
6951
6955
7032
7039
7084
7323
7332
7431
7536
7623
7789
8063
8146
8177
8302
8411
8504
8670
8818
8858
8868
8947
9092
9326
9346
9389
9521
9622
9631
9984
10048
10081
10254
10329
10456
10795
11544
12040
12208
12239
12400
12603
12659
12927
12978
13573
14177
14195
14272
14280
14693
14707
14846
15615
16040
16058
16099
16160
16732
16859
16868
16875
16918
17313
17485
17843
18061
18169
18172
18230
18255
18349
18396
18498
18748
18926
19399
19411
19446
19520
19584
19612
19617
19745
19871
20212
20232
20286
20388
20430
20520
20629
20740
21076
21175
21344
21510
21535
21665
22105
22252
22301
22356
22444
22551
22701
22912
23082
23111
23194
23197
23217
23666
23675
23795
24090
24104
24545
24741
25212
25232
25445
25475
25743
25793
25895
26058
26076
26172
26324
26537
26780
27048
27093
27367
27419
27904
27960
27996
28412
28630
28917
29002
29332
29534
29644
29669
29806
29834
29905
29989
30125
30305
30371
30554
30625
30697
30828
30831
31107
31235
31347
31462
31667
31791
31978
32020
32166
32604
32621
32689
32878
33002
33185
33213
33488
33523
33533
33619
33769
33934
33992
34067
34088
34151
34349
34408
34489
34563
34782
34903
34956
35214
35527
36029
36032
36047
36104
36146
36270
36377
36966
37008
37039
37049
37472
37643
37748
37785
37808
37996
38067
38074
38079
38188
38264
38725
38777
38984
39020
39092
39263
39273
39311
39368
39648
39677
39899
39911
40211
40417
40533
40545
40554
40570
40704
40729
40888
40987
41091
41133
41719
42582
42682
42872
42888
43196
43350
43410
43920
44545
45012
45876
45919
46012
46043
46080
46129
46195
46250
46619
46738
46765
46989
47111
47217
47518
48287
48465
48898
49071
49196
49534
49600
49728
49754
49826
49930
49938
50104
50493
50710
50725
50863
50934
50957
51143
51253
51434
51548
51644
51939
52485
52708
52795
52827
52969
52988
54003
54056
54187
54381
54441
54480
54502
54507
54991
55067
55135
55195
55242
55362
55529
55772
55785
56047
56679
56701
56806
56868
56873
56978
57083
57131
57201
57515
57528
57725
58361
58492
59255
59440
59478
59527
59558
60086
60519
60527
60667
60714
60751
60977
61004
61398
61442
61478
61986
62234
62362
62709
62996
63276
63296
63330
63754
63908
64040
64463
64472
64803
64996
65100
65172
65201
65270
65312
65358
65433
65596
65770
65984
66004
66032
66382
66418
66570
66649
66740
66756
66901
66904
67088
67215
67279
67347
67625
67686
67716
67813
67887
68270
68505
68622
68709
69422
69488
69633
69733
69891
70145
70318
70415
70487
70502
70793
70858
70866
71508
71691
71829
71932
72162
72207
72331
72333
72423
72444
72573
72633
72741
72903
72911
72971
73124
73290
73309
73756
73887
74046
74208
74260
74303
75208
75252
75288
75340
75362
75398
75488
75677
76174
76267
76282
76334
76605
77159
77281
77360
77449
77476
77543
77597
77776
77877
78003
78066
78128
78150
78239
78460
78536
78749
78778
78814
78890
79035
79282
79879
79958
80035
80124
80172
80257
80420
80424
80661
81318
81362
81955
82020
82166
82267
82473
82811
83402
84246
84748
84792
84839
85408
85535
85961
85974
86144
86312
87050
87347
87565
88132
88205
88941
88948
89089
89140
89270
89439
89800
90168
90185
90498
90896
91142
91419
91440
91576
91767
91847
91928
92103
92122
92230
92380
92472
92679
93284
93314
93389
93410
93451
93556
93676
93751
93859
94049
94344
94845
95029
95047
95052
95521
95552
95574
95585
95953
96021
96223
96289
96536
96638
96763
96793
96831
96869
96885
96943
96966
97134
97196
97210
97216
97472
97476
97745
98222
98246
98338
98362
98677
99197
99302
99359
99614
99780
100378
100493
100517
100591
100726
100885
100979
101063
101199
101295
101382
101538
101542
101594
101778
101829
101830
101984
102037
102109
102212
102426
102499
102729
102752
103145
103379
103595
103730
103872
104169
104207
104375
104777
104889
104894
104897
104918
105016
105132
105319
105418
105634
105744
105770
106040
106374
106455
106532
106535
106640
107140
107263
107559
107687
108312
108385
108516
108985
109156
109177
109198
109380
109563
109657
109747
110390
110430
110471
110621
200245
200406
201283
201461
201533
202058
202467
202890
203077
203248
203527
203596
215419
215466
215829
215994
216039
216085
216108
216228
216539
216851
217346
217410
225208
225263
225635
225648
230119
230498
230557
275053
275119
275694
275880
276209
276463
276720
277058
277135
277375
277509
277595
277948
278041
278130
278165
278166
310056
310142
310158
310354
310568
310764
311046
311094
311337
311471
311817
312069
312070
313041
313143
313216
313364
313395
313616
313716
313807
313838
313927
314203
314227
314423
314489
314590
314606
314712
314808
315131
315189
315213
315293
315374
315449
315545
315709
315849
315852
315858
316206
316253
316300
316709
316736
316793
316888
317540
317788
317891
318154
318306
318673
318771
318833
318996
319156
319201
319240
319458
319654
319655
319815
320017
320121
320187
320193
320335
320340
320345
320387
350698
350737
350797
350846
350852
350868
350894
350907
351483
351569
351789
351817
351834
351903
351998
352363
352541
352613
352747
352825
352915
352955
352988
353020
353024
353184
353230
353278
353646
354190
354647
354655
354707
354869
354908
354950
354963
355019
355379
355429
355766
355777
355811
355948
355999
356028
356037
356080
356130
356171
356213
356309
356708
356858
357020
357097
357173
357294
357301
700564
700565
700733
700841
700863
700923
701288
701345
701347
701374
701719
701811
701818
701869
701985
702325
702513
702902
703109
703351
703361
703604
704051
704415
704440
704532
704562
704693
705432
706129
706698
706863
706874
707179
707209
707388
707511
707549
707605
707886
708781
708818
708819
708821
708955
709283
709337
709804
709878
709942
710752
710807
710846
711039
711065
711377
711404
711665
711669
711772
712034
712515
712534
712537
712770
712771
712843
713095
713425
713671
713676
714256
714284
714310
714395
714530
714562
714655
715072
715153
715273
715446
715579
715787
715957
716133
716314
716605
716634
716643
716646
717423
717538
717605
717720
717806
717826
717954
718332
718573
718877
718924
718937
718940
719135
719143
719164
719209
719220
719245
719402
719413
719733
719739
719866
719955
720002
720005
720154
720327
720500
720672
720858
720875
721237
721371
721447
721683
721693
721994
722079
722104
722256
722313
722392
722572
722617
722692
722723
722830
723125
723188
723254
723458
723531
723533
723603
723612
723646
723906
723916
724004
724606
724742
724910
725363
725876
726513
726514
726517
726601
726603
726728
726854
726958
726990
727207
727273
727346
728249
728303
728331
728387
728535
729153
729237
729580
729922
729986
730000
730255
730263
730272
730464
730708
730716
731012
731653
731766
731802
731805
731939
732026
732412
732712
732717
732834
733099
733269
733590
734620
734820
735016
736012
736260
736314
736772
736822
737207
737210
737468
737561
737758
738214
738347
739421
740260
740663
740664
740694
740728
740761
740971
741516
741558
741815
742126
742275
742278
743238
743316
743367
743669
743988
744187
744218
744452
744825
745308
745732
745981
746210
746253
746514
746515
746598
746631
746834
746838
747345
747540
748015
748213
748268
748270
748592
748691
749037
749098
749148
749251
749647
749660
750004
750199
750556
750561
750574
750577
750686
751364
751365
751652
751978
752431
752642
752714
752789
753308
753568
753772
754495
754673
754811
754813
755001
755113
755230
756620
756862
756894
757011
758938
759433
759828
759866
759944
760326
760498
760730
761238
761648
763293
763532
763563
763744
763901
763907
764038
764065
764180
764195
764401
764478
764579
764622
764811
764858
765207
766011
766421
766701
766704
766792
766829
767405
767884
767920
768251
768411
768835
768899
769218
769397
769520
771266
771497
771614
771856
771992
771999
772406
772572
772897
773141
773840
773910
774415
774569
775158
775215
775368
775688
775995
776008
776867
776901
777504
778164
778734
778946
779152
779336
779544
780053
780118
780571
783280
783324
783325
783412
783603
783739
784199
784681
784977
785161
785557
785786
785787
785956
785968
786035
786368
786998
787250
787251
787253
788043
788329
788611
788784
788920
788965
789019
789073
789132
789205
789356
789460
789570
789606
789847
789868
789933
789944
790051
790359
790500
790526
790703
790816
791450
791519
791718
791770
791907
791908
791958
791963
792130
792468
792641
792966
792977
792985
792987
793040
793044
793074
793171
793279
793524
793547
793628
793733
793952
794105
794154
794170
794172
794323
794367
794447
794458
794619
794685
795266
795403
795551
796343
796505
796534
796764
797468
797721
798081
798287
798354
798359
798528
798783
